"","StockName","AssetCategory","AssetClass","OpeningMarketValue","Weight","Units","UnitPrice","HoldingsDate","Creations","Redemptions","BenchmarkWeight","WeightedBenchmarkReturn","ActiveWeight","ActiveReturn","AllocationEffect","SelectionEffect","InteractionEffect","ActiveManagementEffect","PresentInPortfolio","BenchmarkName","WeightedPerformance","BenchmarkReturn","ActualPerformance","ClosingMarketValue","weightCalc"
"121","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.11,8.79941e-05,-11,-0.009,-0.009,-0.009,0.009,-0.018,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"122","Longonot Place","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"123","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.05,3.99973e-05,-5,-0.004,-0.004,-0.004,0.004,-0.008,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"124","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.05,3.99973e-05,-5,-0.485,-0.004,-0.028,-0.453,-0.032,0,"Nairobi All Share Index",0,0.000799947,-0.004807692,0,0
"125","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"126","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,2.1,0,0,2.1,0,0,"Nairobi All Share Index",0,0.000799947,0.020997375,0,0
"127","Kenya Re-Insurance Corporation Ltd Ord 2.50","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,-0.263,0,0,-0.263,0,0,"Nairobi All Share Index",0,0.000799947,-0.002631579,0,0
"128","Total Kenya Ltd Ord 5.00","Listed Equity","EQUITIES",270275,0.016060925,270275,1.057996485,"7/2/2019",0,0,0.02,0.002,-0.394,5.798,0,0.114,5.684,0.114,1,"Nairobi All Share Index",0.000931477,0.000799947,0.057996485,285950,0.000187163499049008
"129","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.01,7.99947e-06,-1,-0.001,-0.001,-0.001,0.001,-0.002,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"130","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0.325,0,0,0.325,0,0,"Nairobi All Share Index",0,0.000799947,0.003246753,0,0
"131","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,2.152,0,0,2.152,0,0,"Nairobi All Share Index",0,0.000799947,0.021523179,0,0
"132","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"133","DTB Rights Issue","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"134","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"135","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.02,1.59989e-05,-2,1.477,-0.002,0.028,1.451,0.026,0,"Nairobi All Share Index",0,0.000799947,0.014787431,0,0
"136","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",303000,0.018005588,303000,0.995049505,"7/2/2019",0,0,0,0,1.801,-0.495,0.001,0,-0.496,0.001,1,"Nairobi All Share Index",-8.91366e-05,0.000799947,-0.004950495,301500,0.000197341475654051
"137","Kengen Rights","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"138","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"139","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,3.5,0,0,3.5,0,0,"Nairobi All Share Index",0,0.000799947,0.035,0,0
"140","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,-0.302,0,0,-0.302,0,0,"Nairobi All Share Index",0,0.000799947,-0.003016591,0,0
"141","Longhorn Kenya Ltd Ord 1.00 AIMS","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,-1.25,0,0,-1.25,0,0,"Nairobi All Share Index",0,0.000799947,-0.0125,0,0
"142","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"143","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"144","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"145","Express Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"146","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.01,7.99947e-06,-1,-0.653,-0.001,-0.007,-0.645,-0.008,0,"Nairobi All Share Index",0,0.000799947,-0.006521739,0,0
"147","KCB (RIGHTS)","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"148","Unilever Tea Ltd","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"149","Marshalls (E.A.) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"150","B.O.C Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.02,1.59989e-05,-2,-0.002,-0.002,-0.002,0.002,-0.003,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"151","Stanbic Holdings Plc Ord.5.00","Listed Equity","EQUITIES",733843.8,0.043608216,733843.8,0.985282972,"7/2/2019",0,0,0.05,0.004,-0.639,-1.476,-0.001,-0.078,-1.398,-0.078,1,"Nairobi All Share Index",-0.000641783,0.000799947,-0.014717028,723043.8,0.000473255490728069
"152","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"153","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,1.19,0,0,1.19,0,0,"Nairobi All Share Index",0,0.000799947,0.011904762,0,0
"154","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.288579664,4856250,1,"7/2/2019",0,0,0,0,28.858,0,0.023,0,-0.023,0.023,1,"Nairobi All Share Index",0,0.000799947,0,4856250,0.0031785722757711
"155","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,-6.25,0,0,-6.25,0,0,"Nairobi All Share Index",0,0.000799947,-0.0625,0,0
"156","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",429000,0.025493061,429000,1,"7/2/2019",0,0,0,0,2.549,0,0.002,0,-0.002,0.002,1,"Nairobi All Share Index",0,0.000799947,0,429000,0.000280794338492829
"157","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",193684,0.011509552,193684,1,"7/2/2019",0,0,0.04,0.003,-2.849,-0.003,-0.002,-0.003,0.002,-0.005,1,"Nairobi All Share Index",0,0.000799947,0,193684,0.000126772425773066
"158","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.03,2.39984e-05,-3,0.407,-0.002,0.01,0.4,0.007,0,"Nairobi All Share Index",0,0.000799947,0.004098361,0,0
"159","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",216848.1,0.012886065,216848.1,0.998463902,"7/2/2019",0,0,0.02,0.002,-0.711,-0.155,-0.001,-0.005,-0.15,-0.005,1,"Nairobi All Share Index",-1.97943e-05,0.000799947,-0.001536098,216515,0.000141716051745396
"160","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.03,2.39984e-05,-3,7.967,-0.002,0.237,7.732,0.234,0,"Nairobi All Share Index",0,0.000799947,0.079691517,0,0
"161","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"162","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.03,2.39984e-05,-3,-0.002,-0.002,-0.002,0.002,-0.005,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"163","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,-0.287,0,0,-0.287,0,0,"Nairobi All Share Index",0,0.000799947,-0.002873563,0,0
"164","Eveready East Africa Ltd Ord.1.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,5,0,0,5,0,0,"Nairobi All Share Index",0,0.000799947,0.05,0,0
"165","Olympia Capital Holdings ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"166","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"167","Kenya Commercial Bank Ltd Ord 1.00","Listed Equity","EQUITIES",5405716.45,0.321231369,5405716.45,1.012172855,"7/2/2019",0,0,0.05,0.004,27.123,1.213,0.022,0.057,1.135,0.079,1,"Nairobi All Share Index",0.003910303,0.000799947,0.012172855,5471519.45,0.00358128597788671
"168","British American Tobacco Kenya Ltd Ord 10.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.05,3.99973e-05,-5,-0.004,-0.004,-0.004,0.004,-0.008,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"169","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3031025,0.180116793,3031025,0.997419355,"7/2/2019",0,0,0.05,0.004,13.012,-0.262,0.01,-0.017,-0.256,-0.006,1,"Nairobi All Share Index",-0.000464818,0.000799947,-0.002580645,3023203,0.00197878388464927
"170","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,1.238,0,0,1.238,0,0,"Nairobi All Share Index",0,0.000799947,0.012376238,0,0
"171","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0.03,2.39984e-05,-3,-0.002,-0.002,-0.002,0.002,-0.005,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"172","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.012672547,213255,1,"7/2/2019",0,0,0,0,1.267,0,0.001,0,-0.001,0.001,1,"Nairobi All Share Index",0,0.000799947,0,213255,0.000139582276585754
"173","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"174","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/2/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,0.000799947,0,0,0
"175","Kenya Airways Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,2.211,0,0,2.211,0,0,"Nairobi All Share Index",0,-0.000133218,0.022113022,0,0
"176","Unga Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"177","City Trust Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"178","Kengen Bond","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"179","Safaricom Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.11,-1.4654e-05,-11,0.001,0.001,0.001,-0.001,0.003,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"180","Family Bank Limited","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"181","Sameer Africa Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"182","Liberty Kenya Holdings Ltd Ord.1.00","Listed Equity","EQUITIES",301500,0.017853324,301500,1.039800995,"7/3/2019",0,0,0,0,1.785,3.98,0,0,3.98,0,1,"Nairobi All Share Index",0.00071058,-0.000133218,0.039800995,313500,0.00020519586274476
"183","Rea Vipingo Plantations Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"184","Home Africa Ltd Ord1.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,3.448,0,0,3.448,0,0,"Nairobi All Share Index",0,-0.000133218,0.034482759,0,0
"185","Nation Media Group Ord. 2.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0.408,0,0,0.408,0,0,"Nairobi All Share Index",0,-0.000133218,0.004081633,0,0
"186","UAP Holdings Ltd","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"187","Sanlam Kenya Plc Ord 5.00","Listed Equity","EQUITIES",193684,0.011468999,193684,1,"7/3/2019",0,0,0.04,-0.001,-2.853,0.001,0,0.001,0,0.001,1,"Nairobi All Share Index",0,-0.000133218,0,193684,0.000126772425773066
"188","KQ Rights","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"189","Unga Group Rights Issue","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"190","Housing Finance Co.Kenya Ltd Rights","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"191","Uchumi Supermarket Ltd Ord 5.00","Listed Equity","EQUITIES",10350,0.000612875,10350,1.1,"7/3/2019",0,0,0,0,0.061,10,0,0,10,0,1,"Nairobi All Share Index",6.12875e-05,-0.000133218,0.1,11385,7.4518497523097e-06
"192","Carbacid Investments Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.01,-1.33218e-06,-1,-3.501,0,-0.035,-3.466,-0.035,0,"Nairobi All Share Index",0,-0.000133218,-0.035010941,0,0
"193","TPS Eastern Africa (Serena) Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.03,-3.99654e-06,-3,-6.666,0,-0.2,-6.467,-0.199,0,"Nairobi All Share Index",0,-0.000133218,-0.066666667,0,0
"194","Barclays Bank Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.05,-6.66089e-06,-5,0.001,0.001,0.001,-0.001,0.001,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"195","Flame Tree Group Holdings Ltd Ord 0.825","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"196","Limuru Tea Co. Ltd Ord 20.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"197","Co-operative Bank of Kenya Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.05,-6.66089e-06,-5,2.102,0.001,0.106,1.995,0.106,0,"Nairobi All Share Index",0,-0.000133218,0.021008403,0,0
"198","Centum Investment Co Ltd Ord 0.50","Listed Equity","EQUITIES",216515,0.012820937,216515,0.987692308,"7/3/2019",0,0,0.02,0,-0.718,-1.231,0,-0.024,-1.206,-0.024,1,"Nairobi All Share Index",-0.000157796,-0.000133218,-0.012307692,213850.2,0.000139971854185453
"199","Equity Bank Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.05,-6.66089e-06,-5,0.381,0.001,0.02,0.361,0.02,0,"Nairobi All Share Index",0,-0.000133218,0.003807107,0,0
"200","Umeme Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"201","Safaricom Bond","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"202","I&M Holdings Ltd Ord 1.00","Listed Equity","EQUITIES",429000,0.025403237,429000,1,"7/3/2019",0,0,0,0,2.54,0,0,0,0,0,1,"Nairobi All Share Index",0,-0.000133218,0,429000,0.000280794338492829
"203","Bamburi Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.03,-3.99654e-06,-3,0,0,0,0,0.001,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"204","Housing Finance Co Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,1.956,0,0,1.956,0,0,"Nairobi All Share Index",0,-0.000133218,0.019559902,0,0
"205","Trans-Century Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"206","Nairobi Business Ventures Ltd","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,3.529,0,0,3.529,0,0,"Nairobi All Share Index",0,-0.000133218,0.035294118,0,0
"207","NCBA Group Plc Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.03,-3.99654e-06,-3,-0.495,0,-0.014,-0.481,-0.014,0,"Nairobi All Share Index",0,-0.000133218,-0.004958678,0,0
"208","Sasini Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,-0.257,0,0,-0.257,0,0,"Nairobi All Share Index",0,-0.000133218,-0.002570694,0,0
"209","KenolKobil Ltd Ord 0.05","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"210","CIC Insurance Group Ltd Ord.1.00","Listed Equity","EQUITIES",145083,0.008591091,145083,0.991501416,"7/3/2019",0,0,0.03,0,-2.141,-0.849,0,-0.025,-0.825,-0.025,1,"Nairobi All Share Index",-7.30121e-05,-0.000133218,-0.008498584,143850,9.41544652498683e-05
"211","Crown Paints  Kenya  Ltd 0rd 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"212","Kenya Orchards Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"213","KPLC Rights","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"214","Williamson Tea Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0.486,0,0,0.486,0,0,"Nairobi All Share Index",0,-0.000133218,0.004862237,0,0
"215","Atlas Development & Support Services Ltd","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"216","Anglo African Property","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"217","Lonrho Motors EA Ltd","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"218","Access Kenya Group Ltd Ord. 1.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"219","Olympia Capital Holdings ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,-0.377,0,0,-0.377,0,0,"Nairobi All Share Index",0,-0.000133218,-0.003773585,0,0
"220","National Bank of Kenya Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,2.415,0,0,2.415,0,0,"Nairobi All Share Index",0,-0.000133218,0.024154589,0,0
"221","Deacons (East Africa) Plc Ord 2.50","Listed Equity","EQUITIES",213255,0.012627896,213255,1,"7/3/2019",0,0,0,0,1.263,0,0,0,0,0,1,"Nairobi All Share Index",0,-0.000133218,0,213255,0.000139582276585754
"222","Athi River Mining Ord 5.00","Listed Equity","EQUITIES",4856250,0.287562869,4856250,1,"7/3/2019",0,0,0,0,28.756,0,-0.004,0,0.004,-0.004,1,"Nairobi All Share Index",0,-0.000133218,0,4856250,0.0031785722757711
"223","Kurwitu Ventures Ltd Ord 100.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"224","Jubilee Holdings Ltd Ord 5.00","Listed Equity","EQUITIES",953606.35,0.056467805,953606.35,1.000613723,"7/3/2019",0,0,0.04,-0.001,1.647,0.062,0,0.003,0.059,0.003,1,"Nairobi All Share Index",3.46556e-05,-0.000133218,0.000613723,954191.6,0.000624549182091875
"225","Hutchings Biemer Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"226","E.A.Portland Cement Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"227","E.A.Cables Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,1.6,0,0,1.6,0,0,"Nairobi All Share Index",0,-0.000133218,0.016,0,0
"228","Kakuzi Ord.5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"229","Car and General (K) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.01,-1.33218e-06,-1,-3.158,0,-0.031,-3.126,-0.031,0,"Nairobi All Share Index",0,-0.000133218,-0.031578947,0,0
"230","Nairobi Securities Exchange Ltd Ord 4.00 ","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.03,-3.99654e-06,-3,0.409,0,0.013,0.396,0.013,0,"Nairobi All Share Index",0,-0.000133218,0.004081633,0,0
"231","Standard Chartered Bank Ltd Ord 5.00","Listed Equity","EQUITIES",3023203,0.179018981,3023203,0.998706339,"7/3/2019",0,0,0.05,-0.001,12.902,-0.129,-0.002,-0.006,-0.121,-0.008,1,"Nairobi All Share Index",-0.00023159,-0.000133218,-0.001293661,3019292,0.00197622400898996
"232","CMC Holdings Ltd Ord 0.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"233","British-American Investments Ord 0.10","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.01,-1.33218e-06,-1,-1.219,0,-0.012,-1.207,-0.012,0,"Nairobi All Share Index",0,-0.000133218,-0.012195122,0,0
"234","Eaagads Ltd Ord 1.25","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"235","Kapchorua Tea Co. Ltd Ord Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.03,-3.99654e-06,-3,0.616,0,0.019,0.597,0.019,0,"Nairobi All Share Index",0,-0.000133218,0.006153846,0,0
"236","Kenya Re-Insurance Corporation Ltd Ord 2.50","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,-2.375,0,0,-2.375,0,0,"Nairobi All Share Index",0,-0.000133218,-0.023746702,0,0
"237","Standard Group Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.02,-2.66436e-06,-2,-1.639,0,-0.033,-1.607,-0.032,0,"Nairobi All Share Index",0,-0.000133218,-0.016393443,0,0
"238","Standard Chartered Bank  Ltd Rights","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"239","Diamond Trust Bank Kenya Ltd Ord 4.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0.05,-6.66089e-06,-5,-1.666,0.001,-0.083,-1.584,-0.082,0,"Nairobi All Share Index",0,-0.000133218,-0.016666667,0,0
"240","Marshalls (E.A.) Ltd Ord 5.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"241","Shell Bond","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
"242","Mumias Sugar Co. Ltd Ord 2.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,6.667,0,0,6.667,0,0,"Nairobi All Share Index",0,-0.000133218,0.066666667,0,0
"243","Kenya Power Lighting Co Ltd Ord 20.00","Listed Equity","EQUITIES",64651.85,0.00382836,64651.85,1.012787724,"7/3/2019",0,0,0.01,0,-0.617,1.279,0,0.013,1.266,0.013,1,"Nairobi All Share Index",4.8956e-05,-0.000133218,0.012787724,65478.6,4.28578558798055e-05
"244","Scangroup Ltd Ord 1.00","Listed Equity","Equities",0,0,0,0,"7/3/2019",0,0,0,0,0,0,0,0,0,0,0,"Nairobi All Share Index",0,-0.000133218,0,0,0
