X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,Y
-0.129165924,-0.054680865,-0.092433397,-0.026036225,-0.076838068,-0.068076931,-0.084145285,-0.089334561,0.035355384,-2.29E-05,0.084839642,0.105624458,0.139833575,-0.046113376,-0.087517314,-0.090357088,0.016866287,0.118535382,-0.080393596,-0.082037243,-0.094452365,-0.008555154,-0.031347205,-0.001279438,-0.037184244,-0.034243757,-0.020836106,-0.022748895,-0.027477319,-0.023230508,-0.022839854,-0.039141465,-0.037597411,7.26990188
-0.151098788,-0.053152572,-0.092389186,-0.032920181,-0.069330556,-0.056272848,-0.084323665,-0.085311666,0.020916509,0.05709903,0.137796083,0.136505729,0.125588568,-0.045822768,-0.087960905,-0.089589224,0.061819866,0.098706294,-0.079976394,-0.084535293,-0.099509754,-0.017553352,-0.034080033,-0.000440324,-0.035027367,-0.035868503,-0.02035155,-0.022683957,-0.027325329,-0.010442665,-0.023168294,-0.040702589,-0.037663877,8.001201875
-0.150414647,-0.053104793,-0.092164929,-0.027233175,-0.07180612,-0.056061502,-0.082042547,-0.090729063,-0.026929604,0.013539503,0.106330573,0.150081807,0.127045463,-0.045344433,-0.086836995,-0.088203701,-0.040770645,0.106166728,-0.0789369,-0.084545287,-0.084260573,-0.016504569,-0.014524245,-0.018105972,-0.036882915,0.157527468,-0.022983741,-0.022555953,-0.028276357,0.588619924,-0.000829943,-0.036827324,-0.03731903,4.766581342
-0.153087905,-0.05059951,-0.090085965,-0.036644221,-0.071251209,-0.05211964,-0.080814811,-0.082995119,0.089495373,0.128299779,0.141610676,0.16649605,0.137106359,-0.042287518,-0.082018439,-0.086708683,-0.006308746,0.167607526,-0.080172055,-0.07757793,-0.089340333,0.056128017,-0.016900171,-0.029076891,0.311689631,0.032606608,0.011909139,-0.021578035,-0.027904837,-0.025668336,-0.014129634,-0.039154851,-0.037570395,12.293857
-0.147271794,-0.054476765,-0.094955387,-0.035411303,-0.066559626,-0.055829576,-0.081940398,-0.08527371,0.025956526,0.139338926,0.120798654,0.089738709,0.12850396,-0.047848562,-0.085401096,-0.08715526,-0.009242197,0.113290112,-0.081700379,-0.091325965,-0.090797271,-0.01770777,0.326499161,-0.029200186,0.054700938,-0.030113309,0.012646939,-0.0225424,-0.028871667,-0.029550094,-0.022938981,-0.03733439,-0.038844,6.620148637
-0.153241418,-0.05155794,-0.093228105,-0.023329086,-0.067325915,-0.049225187,-0.084015188,-0.080156487,0.001229318,0.103937968,0.145955625,0.089774381,0.143936782,-0.046655735,-0.083533035,-0.085428168,0.066739672,0.176903161,-0.078321528,-0.078899604,-0.111339667,-0.017416861,-0.029352123,-0.0137841,-0.036979004,-0.021271754,0.011234851,-0.021043379,-0.028296864,-0.023236737,-0.020724536,-0.038369565,-0.03816083,6.281997114
-0.143204446,-0.052858274,-0.095232588,-0.050515618,-0.06889658,-0.057805812,-0.085096174,-0.084001887,-0.011743898,0.322435029,0.13358738,0.093978513,0.122825181,-0.044337698,-0.089431828,-0.084641217,-0.047696763,0.151644341,-0.069429215,-0.088732615,-0.090225099,-0.016509475,-0.025695273,0.444766332,-0.031194999,0.544511262,-0.022282806,0.045784296,-0.029334907,-0.032723924,0.065385798,-0.012102098,-0.038862022,-2.053753245
-0.152332882,-0.057542865,-0.094170499,-0.02931515,-0.072412544,-0.059502638,-0.08434359,-0.08481164,0.103326372,0.137862116,0.096288072,0.07463309,0.130229808,-0.043985674,-0.088106169,-0.091666739,0.0055933,0.118491575,-0.08255555,-0.07946006,-0.08560526,-0.017700132,-0.023866388,-5.22E-05,0.074409184,-0.037526154,-0.017434712,-0.022877729,-0.027736531,-0.028043342,-0.022646815,-0.041192624,-0.038079247,9.913721731
-0.151273052,-0.055749897,-0.093542077,-0.027063117,-0.070752153,-0.057182851,-0.083904302,-0.088979813,0.050044982,0.195660733,0.110358132,0.167574557,0.123498163,-0.043930357,-0.090335627,-0.089131056,0.057626941,0.093718302,-0.079799068,-0.083261071,-0.096022391,-0.017693244,-0.022748389,-0.024560876,-0.037996096,-0.03436425,-0.004811234,-0.023079878,-0.027728147,-0.028769558,-0.023221218,-0.040508798,-0.03831457,4.281812397
-0.125673604,-0.053218437,-0.088284046,-0.024864178,-0.075637617,-0.065402656,-0.081718721,-0.087656686,0.185831403,0.189929151,0.144195209,0.164165936,0.126297709,-0.046901718,-0.083959608,-0.084876027,-0.005086975,0.148716686,-0.081800909,-0.073587457,-0.087067255,-0.018046593,-0.030728764,-0.018706057,-0.034053553,-0.043318932,0.646353895,0.012180991,-0.02871953,-0.021344374,-0.021666744,-0.042340102,-0.039599666,7.422713031
-0.126946475,-0.055372258,-0.092891248,-0.029902156,-0.074449087,-0.064089642,-0.08643535,-0.09039229,0.845546366,0.026104205,0.118609472,0.077961763,0.125579942,-0.046841835,-0.087798957,-0.086391253,-0.023108225,0.125367482,-0.074914664,-0.025348255,-0.048835731,-0.016638798,-0.032289519,-0.033232498,0.014896005,-0.019056244,-0.022854334,0.009940737,-0.024391822,-0.030122174,-0.023117821,0.085807537,-0.037390541,5.205062285
-0.113796397,-0.047564964,-0.091442016,-0.0436336,-0.075025383,-0.061574932,-0.080318838,-0.083163562,0.079113827,0.162897913,0.14284858,0.152731293,0.145066951,-0.04547155,-0.081534497,-0.086600493,0.024510411,0.128166949,-0.086587058,-0.082182132,-0.088992973,-0.017872449,-0.034895411,-0.017026097,-0.034148401,-0.039374108,-0.020649746,0.009486005,0.548253393,-0.027444046,-0.022969658,0.003895733,-0.037409593,5.076521806
-0.12489152,-0.052796377,-0.093912626,-0.043248198,-0.07296561,-0.059842194,-0.080740066,-0.084614854,-0.037932798,0.110631723,0.129127809,0.14890247,0.118336349,-0.045834791,-0.088043344,-0.088794863,0.049344252,0.139143742,-0.078850443,-0.087581677,-0.104926946,-0.016816601,-0.03164085,-0.020076702,-0.034857589,-0.040124769,-0.019609434,-0.022244005,-0.027355394,-0.027772271,0.673031831,-0.040683539,-0.038500114,16.9123258
-0.130077015,-0.052118046,-0.087260152,-0.022556576,-0.076573519,-0.06127824,-0.083246939,-0.089440588,0.059915562,0.079152253,0.114892534,0.105116226,0.137405437,-0.048559747,-0.085105827,-0.085903318,-0.024566314,0.104757823,-0.084376437,-0.084054331,-0.080324224,-0.017422172,-0.032709261,-0.028152496,-0.035796179,-0.03123919,-0.021174826,-0.020482761,-0.026389248,-0.029081054,0.013130604,-0.032878458,0.29946969,-3.482914189
-0.142804279,-0.057881607,-0.083974569,-0.037263212,-0.067852016,-0.065364292,-0.090508438,-0.089357329,0.016357336,0.290569356,0.121488754,0.07674861,0.123206832,-0.040943223,-0.087232834,-0.089175908,0.037339411,0.03814557,-0.072958442,-0.089968972,-0.10316176,-0.015702731,-0.034225219,-0.023235047,-0.03767316,-0.036384821,-0.018900566,-0.003134209,-0.029326198,-0.028190492,-0.023138039,0.501118479,-0.038948224,4.936521966
-0.119795907,-0.051144336,-0.089815256,-0.028256913,-0.062799296,-0.061725583,-0.084508167,-0.086094831,0.050324836,0.087736348,0.105729345,0.09367557,0.116261035,-0.050016534,-0.086664773,-0.086018775,0.055925081,0.056049978,-0.079401461,-0.085235719,-0.099726579,-0.016932851,-0.036058924,-0.003345043,-0.036755103,-0.035116587,-0.020176175,0.72518256,-0.027981063,-0.027554352,-0.014038319,-0.039260244,-0.03856184,-3.52226917
0.067448943,-0.045709784,0.129772627,-0.06520829,-0.017043989,-0.053991272,0.146676436,0.214303922,-0.040457873,-0.081072711,-0.103545767,-0.104922805,-0.088072149,-0.058124456,0.108465081,0.125082575,0.078875411,-0.082058026,0.139871358,0.221653849,0.154316275,-0.010671182,-0.035689665,-0.02155754,-0.037325215,-0.031072451,-0.021077461,-0.013378922,-0.028125337,-0.029089633,-0.016334152,-0.039324899,-0.037886832,-8.651622749
0.035862835,-0.047431112,0.113500278,-0.064213174,-0.017916437,-0.033588275,0.138472491,0.212885721,-0.040241175,-0.082753264,-0.103896109,-0.106205007,-0.090120985,-0.058198778,0.106514731,0.13125008,0.081959778,-0.081692752,0.124533832,0.210542961,0.147955299,-0.017005535,-0.035855353,-0.027021046,-0.035116936,-0.029042178,-0.021097366,-0.021907551,-0.027741695,-0.025955633,-0.023210315,-0.039806054,-0.037651203,-7.959002588
0.131314386,-0.046876726,0.138058627,-0.069756141,-0.022127406,-0.080390884,0.182289708,0.11639078,-0.040118368,-0.08021961,-0.104047726,-0.106208139,-0.089957599,-0.059791828,0.126389447,0.128491943,0.07273152,-0.09029649,0.056332684,0.120722968,0.156410353,-0.018200479,-0.031827127,-0.02662178,-0.03582035,-0.033346156,-0.021026643,-0.022896353,0.037156384,-0.028652652,-0.023295573,-0.041725361,-0.036961058,-5.013158145
0.078953742,-0.049827128,0.136632137,-0.068643819,-0.016942228,-0.060981621,0.110318318,0.094336971,-0.038959537,-0.080891851,-0.104930126,-0.107962612,-0.088976701,-0.055508143,0.123581415,0.129190137,0.076525142,-0.089112303,0.159560129,0.097900389,0.112517258,-0.016806113,-0.032308033,-0.03021198,-0.036033383,-0.022579827,-0.021119658,-0.00198478,-0.027824609,-0.029619157,-0.023484806,-0.03978056,-0.038254467,-4.648539474
0.104937477,-0.049362046,0.099812143,-0.070680933,-0.015566344,-0.021691331,0.067806297,0.092253195,-0.03846915,-0.083898586,-0.103763175,-0.108581379,-0.087992321,-0.055039727,0.128893232,0.139846285,0.079691643,-0.088433282,0.193349598,0.090170152,0.086705668,0.011876117,-0.020383118,-0.030782118,-0.038664766,-0.023317337,-0.021386884,-0.022467445,-0.026624258,-0.029621653,-0.023584248,-0.037668545,-0.038715866,-2.160642787
0.075215841,-0.048566616,0.129836784,-0.068758405,-0.017742242,-0.039910896,0.111119506,0.092885736,-0.038538507,-0.087220965,-0.104622659,-0.10798814,-0.088550673,-0.056651502,0.124642633,0.132068198,0.07716259,-0.089198398,0.160229598,0.095405056,0.104346889,-0.005077046,-0.032631432,-0.034171217,-0.029628417,0.012349727,-0.021519501,0.002793334,0.033243737,-0.009419273,-0.02368318,-0.024062781,-0.038003817,-2.572964161
