X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,Y
0.090523367,-0.046441034,0.123265756,-0.069724086,-0.016144447,-0.081798412,0.118500959,0.10789575,-0.038396103,-0.083649626,-0.104849606,-0.10791246,-0.0888465,-0.052171596,0.12935425,0.131097478,0.073550799,-0.090483716,0.158616006,0.096955852,0.109407834,-0.016552041,-0.012619964,-0.028930517,-0.034621882,-0.03030694,-0.021039875,-0.022226615,-0.027825521,-0.025605321,-0.023476736,-0.037744893,-0.038314458,-0.726238887
0.081105347,-0.044280888,0.118984519,-0.068950528,-0.020438076,-0.039845678,0.175038491,0.105967514,-0.040419715,-0.083111646,-0.104955257,-0.107135012,-0.088587222,-0.056254022,0.136755145,0.130111866,0.078047365,-0.08776297,0.073335696,0.113713873,0.150651192,-0.016645861,-0.032092719,-0.000623602,0.014073832,-0.036090586,-0.019886557,-0.008814867,-0.0258443,-0.028032189,0.012627696,-0.039662985,-0.037004213,-2.802882611
0.054702598,-0.046335474,0.128535891,-0.06575748,-0.029243024,0.045210636,0.20588859,0.14812734,-0.041342114,-0.083595157,-0.105594936,-0.106822614,-0.085213713,-0.058082632,0.125655193,0.137238696,0.082048383,-0.083674256,-0.102401838,0.150427262,0.167926709,-0.02006292,-0.031956777,0.000678123,-0.034173639,-0.040447589,-0.020205097,-0.021844495,-0.022128355,-0.026349006,0.010963308,0.169398892,-0.035151682,-6.623723708
0.121776922,-0.04903593,0.120297434,-0.065779204,-0.019734603,-0.051107947,0.14186807,0.220628189,-0.038601537,-0.087739088,-0.10048539,-0.103167985,-0.086852886,-0.05445471,0.137488037,0.119010814,0.076272163,-0.083005807,0.159679955,0.218100217,0.168356919,-0.015325072,-0.03132896,-0.030532075,-0.039952416,0.172103802,-0.023435476,-0.021815735,-0.027870181,0.009337184,0.008084105,-0.039243805,-0.037662537,-10.27348011
0.083777078,-0.050482139,0.130511893,-0.069799308,-0.018738364,-0.102136033,0.114241276,0.049627617,-0.038023329,-0.082833066,-0.105563173,-0.109484682,-0.092077705,-0.054727965,0.133380028,0.130814404,0.070056106,-0.095272414,0.129555469,0.05351571,0.105211257,-0.011071359,-0.035851058,-0.039880159,-0.039662201,0.046339858,-0.02143973,-0.023044065,-0.029222684,-0.0306828,-0.024127654,-0.039948277,-0.037884798,-2.665812746
0.071176022,-0.050104042,0.116203518,-0.067857985,-0.020247359,-0.000984616,0.142344828,0.080870273,-0.039444821,-0.084014906,-0.103975198,-0.108217144,-0.088749533,-0.051642417,0.130937187,0.133565113,0.080029006,-0.088401634,0.121445867,0.086693732,0.120930673,-0.018233662,-0.036919692,-0.021394616,0.256518412,-0.036741564,-0.016287661,-0.022093831,-0.02681217,-0.027741639,-0.020662331,-0.039312743,-0.037043346,3.449660991
0.082983517,-0.051628282,0.129115894,-0.067750991,-0.01824327,0.020707558,0.090938652,0.103016229,-0.039193674,-0.083182324,-0.103377642,-0.108286267,-0.085654495,-0.054874941,0.134708157,0.126855072,0.080650172,-0.085608574,0.157802772,0.100693103,0.109372717,-0.017039469,-0.036231384,-0.017126178,0.081899779,-0.023817042,-0.02125533,-0.022063293,-0.028442944,-0.028835462,-0.008679284,-0.039084666,-0.037881334,0.699673507
0.086374939,-0.04674492,0.139166291,-0.065323488,-0.017909967,-0.076617784,0.093113571,0.106797332,-0.039288895,-0.08396797,-0.104567911,-0.106534664,-0.08584879,-0.055431346,0.133431284,0.129634963,0.075417551,-0.090731026,0.070328065,0.104030948,0.112115812,-0.016863716,-0.032330705,0.456591243,-0.036491501,0.419252735,-0.021479757,-0.022539823,-0.027458452,-0.029170134,0.689516309,-0.035826494,-0.037308229,3.094021718
0.103098787,-0.0480028,0.154363442,-0.066973792,-0.012527637,-0.04701231,0.149759888,0.111177392,-0.044600799,-0.076441942,-0.103417436,-0.103910842,-0.089065273,-0.050815444,0.136553142,0.126405505,0.088535169,-0.087196658,0.016597293,0.113050395,0.137211347,0.021104497,-0.04281714,0.596621051,-0.012393652,-0.122482617,-0.013890666,-0.022164462,-0.021234404,-0.014307983,-0.019301672,-0.037487335,-0.037473864,-8.144376355
0.102071362,-0.047053752,0.125928079,-0.066402177,-0.014266369,-0.097025268,0.108330073,0.180550662,-0.040037328,-0.082611639,-0.101982279,-0.105690287,-0.08682154,-0.049860405,0.136148724,0.121180436,0.076596997,-0.086961679,0.170232277,0.180455907,0.143352896,-0.005001687,-0.034081051,-0.021614994,0.188153472,-0.035562117,0.0037909,-0.022267323,-0.02769905,-0.003780448,-0.023211804,-0.010615575,-0.038115568,-0.829176774
0.060269832,-0.049572474,0.094964767,-0.065747858,-0.01252125,-0.037335388,0.037491315,0.177841044,-0.03931373,-0.08585989,-0.102705141,-0.108332008,-0.087123789,-0.053392656,0.139400605,0.130546561,0.081408617,-0.08386454,0.192292488,0.173530433,0.110908865,-0.015295246,-0.03532649,-0.02756605,-0.036704343,-0.029234491,-0.013414396,-0.022001969,-0.029527957,-0.021428257,-0.021845412,-0.038811401,-0.038772016,-2.343954526
0.057487259,-0.045513709,0.128172106,-0.067344665,-0.017322571,0.00282614,0.107650776,0.13538692,-0.038935471,-0.085550906,-0.104448813,-0.107632909,-0.08556312,-0.056396235,0.130827595,0.124710005,0.080843115,-0.084252601,0.158877969,0.130745304,0.122155397,-0.016995535,-0.020509937,-0.029636546,-0.037191063,-0.02465515,-0.021063707,-0.021933042,-0.028867016,-0.029678696,0.005068546,-0.039029676,-0.038034455,-5.354934012
0.086386215,-0.044904842,0.143337057,-0.067738212,-0.016989522,-0.058108733,0.103971843,0.144319068,-0.038800461,-0.085186935,-0.103664506,-0.106550196,-0.085874601,-0.053381536,0.131822908,0.121457986,0.076227331,-0.08767127,0.159464379,0.139038425,0.127302517,-0.016408329,-0.026597998,-0.030974332,-0.039523772,0.010868466,-0.02042261,-0.02251683,-0.029440545,-0.030326626,-0.023665546,-0.038732583,-0.038168906,-5.990316551
0.081922221,-0.047368503,0.131311868,-0.069253056,-0.02987104,0.002060522,0.234417387,0.101363071,-0.040061807,-0.08399399,-0.107610879,-0.107230862,-0.088772432,-0.060542652,0.116259734,0.136868478,0.075543741,-0.089082715,-0.085886528,0.092685525,0.158067029,-0.021108885,0.066699188,-0.02622145,-0.034081195,-0.034521345,0.044040398,-0.022866381,-0.024944059,-0.027918059,-0.017950284,0.15392236,-0.035622891,-5.01699357
0.042182802,-0.047116767,0.137735396,-0.066753617,-0.015987808,-0.059816863,0.1223846,0.120573989,-0.038624002,-0.085252081,-0.105875478,-0.107952072,-0.088388005,-0.052071311,0.124473574,0.124885299,0.076380718,-0.087434898,0.160205238,0.115125825,0.120098766,-0.016712872,-0.037283196,-0.028887542,-0.037601893,-0.028084537,-0.021020825,-0.022619463,-0.028547701,-0.029600583,-0.022843928,0.013600644,-0.038131064,-3.310141559
0.094069303,-0.046255517,0.130730095,-0.069735885,-0.018306531,-0.081869282,0.165391611,0.099530385,-0.03859783,-0.083026549,-0.105440376,-0.107280712,-0.089772209,-0.051919629,0.129358917,0.128065954,0.072926833,-0.090486128,0.140449105,0.092382144,0.133497991,-0.017373137,-0.032923555,-0.028796317,-0.034961465,-0.029907165,-0.020964092,-0.022847528,-0.027403276,-0.029299525,-0.023091219,-0.040458779,-0.037865755,-4.520969999
0.062529979,-0.046096615,0.126110762,-0.069026608,-0.013760117,-0.061894575,0.059494922,0.102072833,-0.039277236,-0.087387746,-0.103976365,-0.10955017,-0.087913093,-0.051689582,0.133581383,0.131723586,0.078123417,-0.089672129,0.160651973,0.106263655,0.097182553,0.025289669,-0.03590522,-0.012521418,-0.037004781,-0.03416769,-0.016213423,-0.02271715,-0.028066801,0.076798003,-0.023246639,-0.033169835,-0.038526954,-2.677902489
0.099276525,-0.041708268,0.135425359,-0.070555365,-0.012366406,-0.091664838,0.096074806,0.163703006,-0.039864923,-0.084221859,-0.10575021,-0.105001516,-0.083514612,-0.05206718,0.131787669,0.123527296,0.076224738,-0.085226973,0.160171417,0.171111043,0.132226743,0.024864079,0.567437871,-0.028402249,-0.03211258,-0.023685882,-0.020484377,-0.02197155,-0.025615706,-0.009016863,-0.02289848,0.023015512,-0.039647561,-4.291686544
0.076970333,-0.051761962,0.128741096,-0.06667732,-0.017514466,-0.036793252,0.10061864,0.112498991,-0.039282326,-0.08437749,-0.105048516,-0.106962657,-0.091900633,-0.052101901,0.116438327,0.128714009,0.077282912,-0.085526011,0.153766644,0.11461944,0.102515088,0.022305216,0.210848013,-0.026881968,-0.033793695,-0.031769584,-0.021134291,-0.022272966,0.547315676,-0.022522693,-0.022783005,-0.040300972,-0.037906323,-3.069802793
0.103368915,-0.049428769,0.150008523,-0.065791949,-0.025843843,0.047007862,0.176432853,0.180166418,-0.040769244,-0.087878262,-0.101971042,-0.104958865,-0.083476493,-0.05562503,0.128278747,0.122954664,0.080895761,-0.081225698,0.023395827,0.180333104,0.168894207,-0.01926045,-0.034347796,-0.026121045,0.013670527,-0.032273505,-0.020950422,-0.020811189,-0.025566404,-0.02836299,-0.018394136,-0.040284256,-0.036325105,-6.272945879
0.08920311,-0.048503441,0.127697845,-0.067756471,-0.011838234,-0.078284667,0.051974802,0.147614439,-0.039579243,-0.083664639,-0.102943733,-0.107458231,-0.084976554,-0.049821822,0.123634573,0.132588999,0.075989988,-0.085729338,0.177738685,0.15319806,0.10409741,-0.01515456,-0.017127259,-0.028621599,-0.039133814,-0.027939252,-0.020683773,0.111064089,-0.028823463,-0.029792563,-0.023619051,-0.008502855,-0.038976456,-4.078639414
0.054605809,-0.050205135,0.123071569,-0.065832545,-0.020274918,-0.099127204,0.111662864,0.117577216,-0.039785415,-0.084133787,-0.10501657,-0.109251872,-0.092406189,-0.053935357,0.13750014,0.128462515,0.073230693,-0.091715888,0.060194629,0.112884815,0.124549748,0.004985866,-0.036625203,-0.028374582,-0.035269124,-0.016258491,-0.020619926,-0.023174445,0.108690655,-0.029271717,-0.02348499,-0.040366746,-0.037133507,-4.741654093
0.068854595,-0.046720342,0.125503665,-0.067464939,-0.0181915,0.012584544,0.154241452,0.099273268,-0.039124522,-0.083787713,-0.104271052,-0.107595162,-0.08743795,-0.052982032,0.123095772,0.127382734,0.076939126,-0.087364695,0.073646366,0.096689122,0.128795813,0.985932138,-0.031519323,-0.03007818,-0.038251459,-0.027838567,-0.017144883,-0.022377455,-0.028375276,-0.029644735,-0.023353812,-0.039139531,-0.037728152,-13.33386082
0.103127918,-0.049534182,0.136336133,-0.066855103,-0.019687627,0.023406846,0.09958358,0.154929407,-0.039475001,-0.084552681,-0.101651318,-0.10637186,-0.083944689,-0.048519236,0.115973796,0.130215627,0.080661891,-0.082751502,0.142287762,0.149203611,0.118082356,-0.017303491,-0.035027895,-0.023827443,0.220155964,-0.02887431,-0.021657438,-0.021969495,-0.027806088,-0.028342974,0.004283378,-0.039105805,-0.037547271,0.79653755
0.07334918,-0.052343862,0.127426362,-0.066160463,-0.018590959,-0.019164093,0.083233819,0.123390895,-0.03937063,-0.086839915,-0.103325216,-0.108268262,-0.088667159,-0.05402798,0.13006977,0.127424952,0.079229805,-0.085778803,0.124792989,0.123683628,0.111012186,0.024712171,-0.018753627,-0.00058432,0.024566921,-0.032345693,-0.020853719,-0.021903245,0.110177002,-0.028448948,-0.022395435,-0.040209846,-0.037696277,-2.869453319
0.104811658,-0.046788535,0.154468202,-0.068184017,-0.027226327,0.002544806,0.1339426,0.126474543,-0.040139276,-0.084515492,-0.102939748,-0.108435817,-0.085844402,-0.059515757,0.12902992,0.128355493,0.075012867,-0.088860077,-0.053268049,0.12499326,0.13883773,0.020723855,-0.024881896,-0.006588879,-0.035423407,0.002618474,-0.020906521,-0.02233822,-0.026904472,-0.001896889,-0.023188338,-0.042193458,-0.036045843,-7.276786482
0.08474351,-0.043821395,0.116251961,-0.069024542,-0.012657875,-0.039731293,0.147621172,0.133789113,-0.039399927,-0.084774161,-0.108372529,-0.104501877,-0.081957968,-0.05111798,0.129108258,0.124560582,0.076995696,-0.081885166,0.166503444,0.139883557,0.141943003,0.023321109,0.067360396,-0.002561015,-0.026414157,-0.034364397,0.002177348,-0.021825111,-0.027750011,-0.003700607,-0.018194097,0.510049863,-0.038453937,-7.170139301
0.071629258,-0.05238971,0.132342957,-0.06693331,-0.017093006,-0.077695471,0.087137124,0.105812484,-0.03961002,-0.08204607,-0.103925224,-0.107833095,-0.088175085,-0.050478961,0.126549668,0.130641252,0.077569178,-0.089817359,0.133158952,0.104191048,0.104441998,-0.017425551,0.516284158,-0.017553768,0.722908339,-0.041491119,-0.013670956,-0.022593746,0.069852659,-0.002557037,-0.0230276,-0.035841047,-0.037779521,16.84523332
0.077779639,-0.051646993,0.1206234,-0.070874948,-0.02161196,0.123993515,0.146526385,0.041638666,-0.037719131,-0.085158461,-0.106219105,-0.108246465,-0.084438151,-0.059801219,0.143534417,0.125970865,0.084109667,-0.081620783,0.142710275,0.029546478,0.114295676,-0.017044063,0.13349846,-0.033837703,-0.039087706,-0.023738766,-0.02077929,-0.021226488,0.0149561,-0.028437681,-0.022775406,0.009151578,-0.03766665,-3.024985116
0.050809324,-0.052303531,0.105942661,-0.068553365,-0.026132337,0.128513537,0.163233214,0.047423844,-0.035535696,-0.089576361,-0.104825334,-0.10727199,-0.089504762,-0.056940805,0.130480867,0.126975069,0.079656722,-0.083498998,0.167940414,0.051958267,0.116963875,0.000132102,-0.029428068,-0.049423693,-0.043648274,0.285882621,-0.025188708,-0.021804251,-0.028447329,-0.031163414,-0.02505209,-0.040867646,-0.03686117,-4.24557849
