Name,Marketdate, Marketprice , Low , High , SharesTraded 
Safaricom Ltd Ord 0.05,"Wednesday, August 1, 2012", 3.80 , 3.80 , 3.85 ," 1,498,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, August 2, 2012", 3.85 , 3.80 , 3.95 ," 5,910,500.00 "
Safaricom Ltd Ord 0.05,"Friday, August 3, 2012", 3.95 , 3.90 , 3.95 ," 19,477,600.00 "
Safaricom Ltd Ord 0.05,"Monday, August 6, 2012", 3.85 , 3.80 , 3.95 ," 1,271,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, August 7, 2012", 3.85 , 3.85 , 3.95 ," 3,607,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, August 8, 2012", 3.85 , 3.80 , 3.90 ," 2,406,700.00 "
Safaricom Ltd Ord 0.05,"Thursday, August 9, 2012", 3.90 , 3.80 , 3.95 ," 36,747,500.00 "
Safaricom Ltd Ord 0.05,"Friday, August 10, 2012", 3.80 , 3.70 , 3.90 ," 10,923,700.00 "
Safaricom Ltd Ord 0.05,"Monday, August 13, 2012", 3.75 , 3.70 , 3.90 ," 1,025,600.00 "
Safaricom Ltd Ord 0.05,"Tuesday, August 14, 2012", 3.75 , 3.70 , 3.85 ," 426,100.00 "
Safaricom Ltd Ord 0.05,"Wednesday, August 15, 2012", 3.75 , 3.70 , 3.85 ," 1,302,400.00 "
Safaricom Ltd Ord 0.05,"Thursday, August 16, 2012", 3.75 , 3.75 , 3.85 ," 791,600.00 "
Safaricom Ltd Ord 0.05,"Friday, August 17, 2012", 3.75 , 3.75 , 3.90 ," 1,264,500.00 "
Safaricom Ltd Ord 0.05,"Tuesday, August 21, 2012", 3.75 , 3.75 , 3.85 ," 571,500.00 "
Safaricom Ltd Ord 0.05,"Wednesday, August 22, 2012", 3.85 , 3.75 , 3.95 ," 2,932,000.00 "
Safaricom Ltd Ord 0.05,"Thursday, August 23, 2012", 3.90 , 3.90 , 3.95 ," 2,493,000.00 "
Safaricom Ltd Ord 0.05,"Friday, August 24, 2012", 3.90 , 3.90 , 3.95 ," 440,400.00 "
Safaricom Ltd Ord 0.05,"Monday, August 27, 2012", 3.90 , 3.85 , 3.95 ," 1,004,000.00 "
Safaricom Ltd Ord 0.05,"Tuesday, August 28, 2012", 3.85 , 3.70 , 3.95 ," 8,102,700.00 "
Safaricom Ltd Ord 0.05,"Wednesday, August 29, 2012", 3.80 , 3.70 , 3.90 ," 611,700.00 "
Safaricom Ltd Ord 0.05,"Thursday, August 30, 2012", 3.85 , 3.75 , 3.90 ," 774,300.00 "
Safaricom Ltd Ord 0.05,"Friday, August 31, 2012", 3.80 , 3.75 , 3.90 ," 4,498,100.00 "
Safaricom Ltd Ord 0.05,"Monday, September 3, 2012", 3.90 , 3.85 , 3.95 ," 791,700.00 "
Safaricom Ltd Ord 0.05,"Tuesday, September 4, 2012", 3.95 , 3.85 , 4.00 ," 12,046,100.00 "
Safaricom Ltd Ord 0.05,"Wednesday, September 5, 2012", 3.95 , 3.95 , 4.10 ," 3,397,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, September 6, 2012", 3.95 , 3.95 , 4.05 ," 1,648,900.00 "
Safaricom Ltd Ord 0.05,"Friday, September 7, 2012", 4.00 , 4.00 , 4.05 ," 1,114,500.00 "
Safaricom Ltd Ord 0.05,"Monday, September 10, 2012", 4.05 , 4.00 , 4.20 ," 2,045,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, September 11, 2012", 4.25 , 4.15 , 4.30 ," 13,651,800.00 "
Safaricom Ltd Ord 0.05,"Wednesday, September 12, 2012", 4.25 , 4.20 , 4.30 ," 28,035,900.00 "
Safaricom Ltd Ord 0.05,"Thursday, September 13, 2012", 4.15 , 4.00 , 4.25 ," 30,440,600.00 "
Safaricom Ltd Ord 0.05,"Friday, September 14, 2012", 3.95 , 3.65 , 4.10 ," 5,597,400.00 "
Safaricom Ltd Ord 0.05,"Monday, September 17, 2012", 4.00 , 4.00 , 4.10 ," 8,498,500.00 "
Safaricom Ltd Ord 0.05,"Tuesday, September 18, 2012", 4.00 , 4.00 , 4.05 ," 10,468,400.00 "
Safaricom Ltd Ord 0.05,"Wednesday, September 19, 2012", 4.00 , 4.00 , 4.10 ," 5,746,500.00 "
Safaricom Ltd Ord 0.05,"Thursday, September 20, 2012", 4.00 , 4.00 , 4.05 ," 3,764,500.00 "
Safaricom Ltd Ord 0.05,"Friday, September 21, 2012", 4.00 , 4.00 , 4.05 ," 1,075,300.00 "
Safaricom Ltd Ord 0.05,"Monday, September 24, 2012", 4.00 , 4.00 , 4.05 ," 1,220,000.00 "
Safaricom Ltd Ord 0.05,"Tuesday, September 25, 2012", 4.00 , 4.00 , 4.05 ," 11,885,400.00 "
Safaricom Ltd Ord 0.05,"Wednesday, September 26, 2012", 4.00 , 4.00 , 4.05 ," 5,831,100.00 "
Safaricom Ltd Ord 0.05,"Thursday, September 27, 2012", 4.05 , 4.00 , 4.10 ," 7,483,900.00 "
Safaricom Ltd Ord 0.05,"Friday, September 28, 2012", 4.10 , 4.05 , 4.10 ," 9,566,400.00 "
Safaricom Ltd Ord 0.05,"Monday, October 1, 2012", 4.05 , 4.05 , 4.10 ," 3,048,400.00 "
Safaricom Ltd Ord 0.05,"Tuesday, October 2, 2012", 4.05 , 4.05 , 4.15 ," 10,394,000.00 "
Safaricom Ltd Ord 0.05,"Wednesday, October 3, 2012", 4.05 , 3.90 , 4.10 ," 9,185,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, October 4, 2012", 4.00 , 4.00 , 4.05 ," 1,647,900.00 "
Safaricom Ltd Ord 0.05,"Friday, October 5, 2012", 4.05 , 4.00 , 4.10 ," 7,615,400.00 "
Safaricom Ltd Ord 0.05,"Monday, October 8, 2012", 4.00 , 4.00 , 4.05 ," 582,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, October 9, 2012", 4.05 , 4.00 , 4.10 ," 2,680,500.00 "
Safaricom Ltd Ord 0.05,"Wednesday, October 10, 2012", 4.05 , 4.05 , 4.15 ," 11,681,300.00 "
Safaricom Ltd Ord 0.05,"Thursday, October 11, 2012", 4.10 , 4.05 , 4.15 ," 7,937,900.00 "
Safaricom Ltd Ord 0.05,"Friday, October 12, 2012", 4.10 , 4.05 , 4.15 ," 1,781,300.00 "
Safaricom Ltd Ord 0.05,"Monday, October 15, 2012", 4.10 , 4.10 , 4.15 ," 1,300,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, October 16, 2012", 4.10 , 4.10 , 4.15 ," 2,998,800.00 "
Safaricom Ltd Ord 0.05,"Wednesday, October 17, 2012", 4.15 , 4.10 , 4.15 ," 4,693,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, October 18, 2012", 4.20 , 4.10 , 4.20 ," 8,493,800.00 "
Safaricom Ltd Ord 0.05,"Friday, October 19, 2012", 4.20 , 4.15 , 4.25 ," 803,000.00 "
Safaricom Ltd Ord 0.05,"Monday, October 22, 2012", 4.25 , 4.20 , 4.50 ," 1,889,600.00 "
Safaricom Ltd Ord 0.05,"Tuesday, October 23, 2012", 4.25 , 4.25 , 4.30 ," 474,000.00 "
Safaricom Ltd Ord 0.05,"Wednesday, October 24, 2012", 4.25 , 4.25 , 4.40 ," 1,868,400.00 "
Safaricom Ltd Ord 0.05,"Thursday, October 25, 2012", 4.35 , 4.30 , 4.45 ," 4,334,800.00 "
Safaricom Ltd Ord 0.05,"Friday, October 26, 2012", 4.45 , 4.40 , 4.50 ," 1,440,700.00 "
Safaricom Ltd Ord 0.05,"Tuesday, October 30, 2012", 4.40 , 4.40 , 4.45 ," 9,073,100.00 "
Safaricom Ltd Ord 0.05,"Wednesday, October 31, 2012", 4.40 , 4.40 , 4.45 ," 1,496,200.00 "
Safaricom Ltd Ord 0.05,"Thursday, November 1, 2012", 4.35 , 4.25 , 4.40 ," 14,613,800.00 "
Safaricom Ltd Ord 0.05,"Friday, November 2, 2012", 4.35 , 4.25 , 4.40 ," 2,913,000.00 "
Safaricom Ltd Ord 0.05,"Monday, November 5, 2012", 4.35 , 4.25 , 4.40 ," 1,527,800.00 "
Safaricom Ltd Ord 0.05,"Tuesday, November 6, 2012", 4.35 , 4.25 , 4.45 ," 1,414,000.00 "
Safaricom Ltd Ord 0.05,"Wednesday, November 7, 2012", 4.45 , 4.35 , 4.45 ," 39,136,000.00 "
Safaricom Ltd Ord 0.05,"Thursday, November 8, 2012", 4.45 , 4.45 , 4.55 ," 2,485,400.00 "
Safaricom Ltd Ord 0.05,"Friday, November 9, 2012", 4.80 , 4.55 , 4.95 ," 7,975,900.00 "
Safaricom Ltd Ord 0.05,"Monday, November 12, 2012", 4.80 , 4.80 , 4.85 ," 21,652,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, November 13, 2012", 4.70 , 4.55 , 4.80 ," 7,261,300.00 "
Safaricom Ltd Ord 0.05,"Wednesday, November 14, 2012", 4.55 , 4.50 , 4.65 ," 12,286,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, November 15, 2012", 4.60 , 4.50 , 4.75 ," 18,075,200.00 "
Safaricom Ltd Ord 0.05,"Friday, November 16, 2012", 4.65 , 4.65 , 4.80 ," 31,151,400.00 "
Safaricom Ltd Ord 0.05,"Monday, November 19, 2012", 4.60 , 4.55 , 4.70 ," 27,026,000.00 "
Safaricom Ltd Ord 0.05,"Tuesday, November 20, 2012", 4.75 , 4.60 , 4.85 ," 33,650,500.00 "
Safaricom Ltd Ord 0.05,"Wednesday, November 21, 2012", 4.85 , 4.75 , 5.00 ," 14,326,100.00 "
Safaricom Ltd Ord 0.05,"Thursday, November 22, 2012", 4.95 , 4.70 , 5.05 ," 13,195,500.00 "
Safaricom Ltd Ord 0.05,"Friday, November 23, 2012", 5.00 , 4.85 , 5.05 ," 85,732,300.00 "
Safaricom Ltd Ord 0.05,"Monday, November 26, 2012", 5.20 , 5.00 , 5.30 ," 33,836,800.00 "
Safaricom Ltd Ord 0.05,"Tuesday, November 27, 2012", 5.00 , 4.85 , 5.10 ," 76,767,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, November 28, 2012", 4.90 , 4.85 , 5.00 ," 11,737,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, November 29, 2012", 4.90 , 4.60 , 4.95 ," 22,668,100.00 "
Safaricom Ltd Ord 0.05,"Friday, November 30, 2012", 5.00 , 4.70 , 5.05 ," 21,115,600.00 "
Safaricom Ltd Ord 0.05,"Monday, December 3, 2012", 5.05 , 4.90 , 5.10 ," 17,557,100.00 "
Safaricom Ltd Ord 0.05,"Tuesday, December 4, 2012", 5.05 , 5.00 , 5.10 ," 40,436,200.00 "
Safaricom Ltd Ord 0.05,"Wednesday, December 5, 2012", 5.00 , 5.00 , 5.10 ," 10,120,500.00 "
Safaricom Ltd Ord 0.05,"Thursday, December 6, 2012", 5.00 , 5.00 , 5.05 ," 18,366,400.00 "
Safaricom Ltd Ord 0.05,"Friday, December 7, 2012", 5.05 , 5.00 , 5.10 ," 25,396,700.00 "
Safaricom Ltd Ord 0.05,"Monday, December 10, 2012", 5.05 , 5.00 , 5.10 ," 9,538,800.00 "
Safaricom Ltd Ord 0.05,"Tuesday, December 11, 2012", 5.00 , 5.00 , 5.10 ," 54,086,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, December 13, 2012", 5.05 , 5.00 , 5.10 ," 38,414,800.00 "
Safaricom Ltd Ord 0.05,"Friday, December 14, 2012", 5.05 , 5.00 , 5.10 ," 5,060,900.00 "
Safaricom Ltd Ord 0.05,"Monday, December 17, 2012", 5.05 , 5.00 , 5.10 ," 6,405,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, December 18, 2012", 5.05 , 5.00 , 5.10 ," 15,773,700.00 "
Safaricom Ltd Ord 0.05,"Wednesday, December 19, 2012", 5.05 , 5.00 , 5.10 ," 13,165,100.00 "
Safaricom Ltd Ord 0.05,"Thursday, December 20, 2012", 5.05 , 5.05 , 5.10 ," 13,610,000.00 "
Safaricom Ltd Ord 0.05,"Friday, December 21, 2012", 5.05 , 5.05 , 5.10 ," 8,068,700.00 "
Safaricom Ltd Ord 0.05,"Monday, December 24, 2012", 5.05 , 5.05 , 5.10 ," 12,446,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, December 27, 2012", 5.10 , 5.05 , 5.15 ," 7,625,400.00 "
Safaricom Ltd Ord 0.05,"Friday, December 28, 2012", 5.05 , 5.05 , 5.15 ," 595,300.00 "
Safaricom Ltd Ord 0.05,"Monday, December 31, 2012", 5.05 , 5.00 , 5.10 ," 1,764,300.00 "
Safaricom Ltd Ord 0.05,"Wednesday, January 2, 2013", 5.10 , 5.00 , 5.15 ," 3,320,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, January 3, 2013", 5.15 , 5.10 , 5.25 ," 7,252,500.00 "
Safaricom Ltd Ord 0.05,"Friday, January 4, 2013", 5.25 , 5.15 , 5.35 ," 4,125,900.00 "
Safaricom Ltd Ord 0.05,"Monday, January 7, 2013", 5.35 , 5.20 , 5.45 ," 4,098,600.00 "
Safaricom Ltd Ord 0.05,"Tuesday, January 8, 2013", 5.60 , 5.40 , 5.85 ," 10,998,900.00 "
Safaricom Ltd Ord 0.05,"Wednesday, January 9, 2013", 5.80 , 5.50 , 6.00 ," 13,692,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, January 10, 2013", 5.60 , 5.55 , 5.80 ," 6,690,200.00 "
Safaricom Ltd Ord 0.05,"Friday, January 11, 2013", 5.60 , 5.60 , 5.70 ," 4,441,400.00 "
Safaricom Ltd Ord 0.05,"Monday, January 14, 2013", 5.65 , 5.60 , 5.70 ," 10,957,000.00 "
Safaricom Ltd Ord 0.05,"Tuesday, January 15, 2013", 5.65 , 5.55 , 5.80 ," 11,688,300.00 "
Safaricom Ltd Ord 0.05,"Wednesday, January 16, 2013", 5.75 , 5.65 , 5.85 ," 9,132,300.00 "
Safaricom Ltd Ord 0.05,"Friday, January 18, 2013", 5.75 , 5.75 , 5.80 ," 13,298,800.00 "
Safaricom Ltd Ord 0.05,"Monday, January 21, 2013", 5.75 , 5.50 , 5.80 ," 44,024,200.00 "
Safaricom Ltd Ord 0.05,"Tuesday, January 22, 2013", 5.65 , 5.55 , 5.75 ," 11,704,000.00 "
Safaricom Ltd Ord 0.05,"Wednesday, January 23, 2013", 5.60 , 5.50 , 5.75 ," 15,443,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, January 24, 2013", 5.60 , 5.50 , 5.70 ," 10,709,600.00 "
Safaricom Ltd Ord 0.05,"Friday, January 25, 2013", 5.60 , 5.35 , 5.65 ," 8,849,900.00 "
Safaricom Ltd Ord 0.05,"Monday, January 28, 2013", 5.40 , 5.25 , 5.60 ," 25,313,400.00 "
Safaricom Ltd Ord 0.05,"Tuesday, January 29, 2013", 5.30 , 5.20 , 5.40 ," 10,536,800.00 "
Safaricom Ltd Ord 0.05,"Wednesday, January 30, 2013", 5.30 , 5.25 , 5.50 ," 18,410,500.00 "
Safaricom Ltd Ord 0.05,"Thursday, January 31, 2013", 5.45 , 5.30 , 5.50 ," 3,669,500.00 "
Safaricom Ltd Ord 0.05,"Friday, February 1, 2013", 5.55 , 5.40 , 5.55 ," 110,832,700.00 "
Safaricom Ltd Ord 0.05,"Monday, February 4, 2013", 5.50 , 5.35 , 5.55 ," 2,871,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, February 5, 2013", 5.40 , 5.35 , 5.60 ," 28,078,100.00 "
Safaricom Ltd Ord 0.05,"Wednesday, February 6, 2013", 5.40 , 5.40 , 5.50 ," 3,453,300.00 "
Safaricom Ltd Ord 0.05,"Thursday, February 7, 2013", 5.40 , 5.40 , 5.50 ," 36,267,900.00 "
Safaricom Ltd Ord 0.05,"Friday, February 8, 2013", 5.55 , 5.50 , 5.60 ," 18,076,700.00 "
Safaricom Ltd Ord 0.05,"Monday, February 11, 2013", 5.65 , 5.55 , 5.70 ," 9,357,400.00 "
Safaricom Ltd Ord 0.05,"Tuesday, February 12, 2013", 5.70 , 5.65 , 5.75 ," 25,566,000.00 "
Safaricom Ltd Ord 0.05,"Wednesday, February 13, 2013", 5.70 , 5.55 , 5.75 ," 20,901,300.00 "
Safaricom Ltd Ord 0.05,"Thursday, February 14, 2013", 5.60 , 5.55 , 5.65 ," 4,861,200.00 "
Safaricom Ltd Ord 0.05,"Friday, February 15, 2013", 5.55 , 5.55 , 5.65 ," 1,749,600.00 "
Safaricom Ltd Ord 0.05,"Monday, February 18, 2013", 5.55 , 5.55 , 5.75 ," 14,742,700.00 "
Safaricom Ltd Ord 0.05,"Tuesday, February 19, 2013", 5.65 , 5.60 , 5.70 ," 7,959,400.00 "
Safaricom Ltd Ord 0.05,"Wednesday, February 20, 2013", 5.70 , 5.65 , 5.80 ," 62,303,400.00 "
Safaricom Ltd Ord 0.05,"Thursday, February 21, 2013", 5.70 , 5.65 , 5.75 ," 15,094,500.00 "
Safaricom Ltd Ord 0.05,"Friday, February 22, 2013", 5.70 , 5.65 , 5.75 ," 8,582,300.00 "
Safaricom Ltd Ord 0.05,"Monday, February 25, 2013", 5.65 , 5.65 , 5.70 ," 1,233,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, February 26, 2013", 5.65 , 5.65 , 5.75 ," 3,609,300.00 "
Safaricom Ltd Ord 0.05,"Wednesday, February 27, 2013", 5.75 , 5.70 , 5.80 ," 8,033,700.00 "
Safaricom Ltd Ord 0.05,"Thursday, February 28, 2013", 5.75 , 5.75 , 5.80 ," 4,401,300.00 "
Safaricom Ltd Ord 0.05,"Friday, March 1, 2013", 5.80 , 5.75 , 5.90 ," 6,744,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, March 5, 2013", 5.95 , 5.85 , 6.00 ," 13,263,300.00 "
Safaricom Ltd Ord 0.05,"Wednesday, March 6, 2013", 5.95 , 5.90 , 6.00 ," 24,044,200.00 "
Safaricom Ltd Ord 0.05,"Thursday, March 7, 2013", 5.95 , 5.80 , 6.00 ," 23,025,600.00 "
Safaricom Ltd Ord 0.05,"Friday, March 8, 2013", 6.00 , 5.90 , 6.10 ," 2,754,800.00 "
Safaricom Ltd Ord 0.05,"Monday, March 11, 2013", 6.15 , 6.00 , 6.50 ," 10,036,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, March 12, 2013", 6.25 , 6.15 , 6.35 ," 24,593,400.00 "
Safaricom Ltd Ord 0.05,"Wednesday, March 13, 2013", 6.25 , 6.25 , 6.35 ," 11,529,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, March 14, 2013", 6.30 , 6.25 , 6.40 ," 28,085,600.00 "
Safaricom Ltd Ord 0.05,"Friday, March 15, 2013", 6.15 , 5.90 , 6.35 ," 3,011,000.00 "
Safaricom Ltd Ord 0.05,"Monday, March 18, 2013", 6.00 , 5.80 , 6.10 ," 18,572,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, March 19, 2013", 5.95 , 5.90 , 6.00 ," 6,547,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, March 20, 2013", 5.95 , 5.85 , 6.00 ," 10,668,300.00 "
Safaricom Ltd Ord 0.05,"Thursday, March 21, 2013", 5.85 , 5.80 , 6.00 ," 2,946,800.00 "
Safaricom Ltd Ord 0.05,"Friday, March 22, 2013", 5.80 , 5.80 , 5.90 ," 3,059,700.00 "
Safaricom Ltd Ord 0.05,"Monday, March 25, 2013", 5.80 , 5.75 , 5.95 ," 17,116,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, March 26, 2013", 5.80 , 5.60 , 5.85 ," 1,713,500.00 "
Safaricom Ltd Ord 0.05,"Wednesday, March 27, 2013", 5.95 , 5.80 , 6.00 ," 9,062,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, March 28, 2013", 6.00 , 5.95 , 6.20 ," 6,930,800.00 "
Safaricom Ltd Ord 0.05,"Tuesday, April 2, 2013", 6.00 , 6.00 , 6.50 ," 54,838,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, April 3, 2013", 6.15 , 6.05 , 6.25 ," 2,484,300.00 "
Safaricom Ltd Ord 0.05,"Thursday, April 4, 2013", 6.30 , 6.15 , 6.40 ," 11,263,400.00 "
Safaricom Ltd Ord 0.05,"Friday, April 5, 2013", 6.30 , 6.25 , 6.40 ," 8,918,200.00 "
Safaricom Ltd Ord 0.05,"Monday, April 8, 2013", 6.35 , 6.30 , 6.40 ," 2,149,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, April 10, 2013", 6.45 , 6.35 , 6.60 ," 30,856,700.00 "
Safaricom Ltd Ord 0.05,"Thursday, April 11, 2013", 6.55 , 6.50 , 6.60 ," 9,590,300.00 "
Safaricom Ltd Ord 0.05,"Friday, April 12, 2013", 6.50 , 6.30 , 6.55 ," 11,991,200.00 "
Safaricom Ltd Ord 0.05,"Monday, April 15, 2013", 6.40 , 6.35 , 6.50 ," 5,659,000.00 "
Safaricom Ltd Ord 0.05,"Tuesday, April 16, 2013", 6.40 , 6.30 , 6.50 ," 13,530,200.00 "
Safaricom Ltd Ord 0.05,"Wednesday, April 17, 2013", 6.45 , 6.45 , 6.60 ," 35,563,100.00 "
Safaricom Ltd Ord 0.05,"Thursday, April 18, 2013", 6.55 , 6.55 , 6.65 ," 34,860,500.00 "
Safaricom Ltd Ord 0.05,"Friday, April 19, 2013", 6.60 , 6.55 , 6.65 ," 15,999,800.00 "
Safaricom Ltd Ord 0.05,"Monday, April 22, 2013", 6.60 , 6.55 , 6.65 ," 15,178,100.00 "
Safaricom Ltd Ord 0.05,"Tuesday, April 23, 2013", 6.60 , 6.60 , 6.70 ," 13,175,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, April 24, 2013", 6.60 , 6.60 , 6.70 ," 14,366,000.00 "
Safaricom Ltd Ord 0.05,"Thursday, April 25, 2013", 6.60 , 6.60 , 6.70 ," 6,617,000.00 "
Safaricom Ltd Ord 0.05,"Friday, April 26, 2013", 6.65 , 6.60 , 6.70 ," 8,185,200.00 "
Safaricom Ltd Ord 0.05,"Monday, April 29, 2013", 6.70 , 6.65 , 6.75 ," 4,580,400.00 "
Safaricom Ltd Ord 0.05,"Tuesday, April 30, 2013", 6.85 , 6.70 , 6.95 ," 11,280,000.00 "
Safaricom Ltd Ord 0.05,"Thursday, May 2, 2013", 7.00 , 6.85 , 7.10 ," 22,634,500.00 "
Safaricom Ltd Ord 0.05,"Friday, May 3, 2013", 7.05 , 7.00 , 7.20 ," 30,743,900.00 "
Safaricom Ltd Ord 0.05,"Monday, May 6, 2013", 7.10 , 7.05 , 7.15 ," 32,800,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, May 7, 2013", 7.15 , 7.10 , 7.20 ," 21,732,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, May 9, 2013", 7.20 , 7.10 , 7.25 ," 30,263,100.00 "
Safaricom Ltd Ord 0.05,"Friday, May 10, 2013", 6.95 , 6.80 , 7.15 ," 2,125,900.00 "
Safaricom Ltd Ord 0.05,"Monday, May 13, 2013", 6.90 , 6.80 , 7.00 ," 4,881,400.00 "
Safaricom Ltd Ord 0.05,"Tuesday, May 14, 2013", 7.10 , 6.95 , 7.20 ," 10,310,100.00 "
Safaricom Ltd Ord 0.05,"Wednesday, May 15, 2013", 7.35 , 7.15 , 7.55 ," 60,050,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, May 16, 2013", 7.25 , 7.20 , 7.30 ," 8,847,200.00 "
Safaricom Ltd Ord 0.05,"Friday, May 17, 2013", 7.15 , 7.10 , 7.25 ," 6,265,100.00 "
Safaricom Ltd Ord 0.05,"Monday, May 20, 2013", 7.00 , 7.00 , 7.15 ," 1,833,500.00 "
Safaricom Ltd Ord 0.05,"Tuesday, May 21, 2013", 7.10 , 7.00 , 7.20 ," 14,333,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, May 22, 2013", 7.15 , 7.05 , 7.20 ," 23,904,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, May 23, 2013", 7.05 , 7.00 , 7.10 ," 10,233,900.00 "
Safaricom Ltd Ord 0.05,"Friday, May 24, 2013", 7.00 , 6.90 , 7.10 ," 5,192,600.00 "
Safaricom Ltd Ord 0.05,"Monday, May 27, 2013", 7.00 , 6.65 , 7.05 ," 4,150,600.00 "
Safaricom Ltd Ord 0.05,"Tuesday, May 28, 2013", 7.05 , 7.00 , 7.15 ," 5,789,000.00 "
Safaricom Ltd Ord 0.05,"Wednesday, May 29, 2013", 7.15 , 7.05 , 7.25 ," 9,113,400.00 "
Safaricom Ltd Ord 0.05,"Thursday, May 30, 2013", 7.25 , 7.15 , 7.30 ," 17,700,000.00 "
Safaricom Ltd Ord 0.05,"Friday, May 31, 2013", 7.25 , 7.20 , 7.30 ," 33,111,600.00 "
Safaricom Ltd Ord 0.05,"Monday, June 3, 2013", 7.20 , 7.15 , 7.25 ," 34,153,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, June 4, 2013", 7.10 , 7.05 , 7.20 ," 70,200,100.00 "
Safaricom Ltd Ord 0.05,"Wednesday, June 5, 2013", 7.10 , 7.05 , 7.20 ," 72,389,500.00 "
Safaricom Ltd Ord 0.05,"Thursday, June 6, 2013", 7.15 , 7.10 , 7.25 ," 8,186,500.00 "
Safaricom Ltd Ord 0.05,"Friday, June 7, 2013", 7.20 , 7.20 , 7.25 ," 4,136,800.00 "
Safaricom Ltd Ord 0.05,"Monday, June 10, 2013", 7.25 , 7.20 , 7.35 ," 5,526,600.00 "
Safaricom Ltd Ord 0.05,"Tuesday, June 11, 2013", 7.35 , 7.25 , 7.45 ," 16,513,600.00 "
Safaricom Ltd Ord 0.05,"Wednesday, June 12, 2013", 7.35 , 7.30 , 7.45 ," 7,464,100.00 "
Safaricom Ltd Ord 0.05,"Thursday, June 13, 2013", 7.30 , 7.20 , 7.40 ," 26,270,100.00 "
Safaricom Ltd Ord 0.05,"Friday, June 14, 2013", 7.00 , 6.60 , 7.20 ," 12,910,000.00 "
Safaricom Ltd Ord 0.05,"Monday, June 17, 2013", 6.70 , 6.50 , 7.00 ," 24,969,900.00 "
Safaricom Ltd Ord 0.05,"Tuesday, June 18, 2013", 6.90 , 6.80 , 7.00 ," 2,245,300.00 "
Safaricom Ltd Ord 0.05,"Wednesday, June 19, 2013", 6.95 , 6.90 , 7.00 ," 58,646,200.00 "
Safaricom Ltd Ord 0.05,"Thursday, June 20, 2013", 6.90 , 6.70 , 6.95 ," 55,244,500.00 "
Safaricom Ltd Ord 0.05,"Friday, June 21, 2013", 6.75 , 6.70 , 6.85 ," 19,157,800.00 "
Safaricom Ltd Ord 0.05,"Monday, June 24, 2013", 6.70 , 6.65 , 6.75 ," 2,140,500.00 "
Safaricom Ltd Ord 0.05,"Tuesday, June 25, 2013", 6.75 , 6.65 , 6.80 ," 16,332,200.00 "
Safaricom Ltd Ord 0.05,"Wednesday, June 26, 2013", 6.65 , 6.60 , 6.75 ," 3,010,800.00 "
Safaricom Ltd Ord 0.05,"Thursday, June 27, 2013", 6.50 , 6.45 , 6.65 ," 28,678,600.00 "
Safaricom Ltd Ord 0.05,"Friday, June 28, 2013", 6.55 , 6.45 , 6.65 ," 3,531,900.00 "
Safaricom Ltd Ord 0.05,"Monday, July 1, 2013", 6.45 , 6.35 , 6.60 ," 8,276,300.00 "
Safaricom Ltd Ord 0.05,"Tuesday, July 2, 2013", 6.40 , 6.15 , 6.50 ," 26,428,700.00 "
Safaricom Ltd Ord 0.05,"Wednesday, July 3, 2013", 6.35 , 6.25 , 6.50 ," 23,658,600.00 "
Safaricom Ltd Ord 0.05,"Thursday, July 4, 2013", 6.45 , 6.30 , 6.60 ," 7,167,600.00 "
