"","Date","Inflation","ExchangeRate","InterestRates","index.value"
"3329",2017-01-29,6.99,103.9639,10,122.28
"3330",2017-01-30,6.99,103.9667,10,121.26
"3331",2017-01-31,6.99,103.9556,10,122.23
"3332",2017-02-01,9.04,103.8589,10,122.77
"3333",2017-02-02,9.04,103.8233,10,123.43
"3334",2017-02-03,9.04,103.8144,10,124.19
"3335",2017-02-04,9.04,103.8144,10,124.19
"3336",2017-02-05,9.04,103.8144,10,124.19
"3337",2017-02-06,9.04,103.7583,10,125.06
"3338",2017-02-07,9.04,103.6917,10,125
"3339",2017-02-08,9.04,103.6989,10,125.03
"3340",2017-02-09,9.04,103.6994,10,125.19
"3341",2017-02-10,9.04,103.5333,10,125.45
"3342",2017-02-11,9.04,103.5333,10,125.45
"3343",2017-02-12,9.04,103.5333,10,125.45
"3344",2017-02-13,9.04,103.6319,10,125.11
"3345",2017-02-14,9.04,103.67,10,124.95
"3346",2017-02-15,9.04,103.6608,10,124.91
"3347",2017-02-16,9.04,103.65,10,125.33
"3348",2017-02-17,9.04,103.6514,10,124.93
"3349",2017-02-18,9.04,103.6514,10,124.93
"3350",2017-02-19,9.04,103.6514,10,124.93
"3351",2017-02-20,9.04,103.6222,10,124.66
"3352",2017-02-21,9.04,103.6222,10,124.93
"3353",2017-02-22,9.04,103.5767,10,125.39
"3354",2017-02-23,9.04,103.5944,10,125.93
"3355",2017-02-24,9.04,103.5467,10,126.53
"3356",2017-02-25,9.04,103.5467,10,126.53
"3357",2017-02-26,9.04,103.5467,10,126.53
"3358",2017-02-27,9.04,103.4678,10,125.88
"3359",2017-02-28,9.04,103.3417,10,124.89
"3360",2017-03-01,10.28,102.975,10,122.65
"3361",2017-03-02,10.28,102.8333,10,122.33
"3362",2017-03-03,10.28,102.8761,10,121.73
"3363",2017-03-04,10.28,102.8761,10,121.73
"3364",2017-03-05,10.28,102.8761,10,121.73
"3365",2017-03-06,10.28,102.6528,10,121.43
"3366",2017-03-07,10.28,102.6428,10,120.96
"3367",2017-03-08,10.28,102.6211,10,119.62
"3368",2017-03-09,10.28,102.5628,10,119.85
"3369",2017-03-10,10.28,102.5639,10,122.47
"3370",2017-03-11,10.28,102.5639,10,122.47
"3371",2017-03-12,10.28,102.5639,10,122.47
"3372",2017-03-13,10.28,102.615,10,124.55
"3373",2017-03-14,10.28,102.6711,10,126.79
"3374",2017-03-15,10.28,102.8122,10,125.3
"3375",2017-03-16,10.28,102.8944,10,124.76
"3376",2017-03-17,10.28,103.0306,10,126.61
"3377",2017-03-18,10.28,103.0306,10,126.61
"3378",2017-03-19,10.28,103.0306,10,126.61
"3379",2017-03-20,10.28,103.1111,10,127.2
"3380",2017-03-21,10.28,103.1117,10,127.78
"3381",2017-03-22,10.28,103.1056,10,128.38
"3382",2017-03-23,10.28,102.8972,10,129.9
"3383",2017-03-24,10.28,102.9472,10,130.61
"3384",2017-03-25,10.28,102.9472,10,130.61
"3385",2017-03-26,10.28,102.9472,10,130.61
"3386",2017-03-27,10.28,102.9083,10,131.42
"3387",2017-03-28,10.28,102.7061,10,131.52
"3388",2017-03-29,10.28,102.9528,10,130.61
"3389",2017-03-30,10.28,103.0167,10,130.43
"3390",2017-03-31,10.28,103,10,130.51
"3391",2017-04-01,10.28,103,10,130.51
"3392",2017-04-02,10.28,103,10,130.51
"3393",2017-04-03,10.28,103.0989,10,131.5
"3394",2017-04-04,10.28,103.1944,10,131.19
"3395",2017-04-05,10.28,103.2367,10,131.32
"3396",2017-04-06,10.28,103.2783,10,132.63
"3397",2017-04-07,10.28,103.4372,10,132.95
"3398",2017-04-08,10.28,103.4372,10,132.95
"3399",2017-04-09,10.28,103.4372,10,132.95
"3400",2017-04-10,10.28,103.3889,10,133.3
"3401",2017-04-11,10.28,103.4444,10,133.45
"3402",2017-04-12,10.28,103.415,10,134.56
"3403",2017-04-13,10.28,103.4089,10,135.08
"3404",2017-04-14,10.28,103.4089,10,135.08
"3405",2017-04-15,10.28,103.4089,10,135.08
"3406",2017-04-16,10.28,103.4089,10,135.08
"3407",2017-04-17,10.28,103.4089,10,135.08
"3408",2017-04-18,10.28,103.3617,10,133.5
"3409",2017-04-19,10.28,103.4283,10,133.81
"3410",2017-04-20,10.28,103.4139,10,133.78
"3411",2017-04-21,10.28,103.3806,10,133.5
"3412",2017-04-22,10.28,103.3806,10,133.5
"3413",2017-04-23,10.28,103.3806,10,133.5
"3414",2017-04-24,10.28,103.3247,10,133.65
"3415",2017-04-25,10.28,103.2683,10,132.71
"3416",2017-04-26,10.28,103.2711,10,133.13
"3417",2017-04-27,10.28,103.2833,10,133.24
"3418",2017-04-28,10.28,103.2222,10,133.28
"3419",2017-04-29,10.28,103.2222,10,133.28
"3420",2017-04-30,10.28,103.2222,10,133.28
"3421",2017-05-01,11.7,103.2222,10,133.28
"3422",2017-05-02,11.7,103.1478,10,134
"3423",2017-05-03,11.7,103.0972,10,134.07
"3424",2017-05-04,11.7,103.0931,10,134.58
"3425",2017-05-05,11.7,103.1442,10,135.22
"3426",2017-05-06,11.7,103.1442,10,135.22
"3427",2017-05-07,11.7,103.1442,10,135.22
"3428",2017-05-08,11.7,103.1386,10,136.82
"3429",2017-05-09,11.7,103.175,10,135.96
"3430",2017-05-10,11.7,103.2006,10,135.88
"3431",2017-05-11,11.7,103.3161,10,137.64
"3432",2017-05-12,11.7,103.3778,10,137.8
"3433",2017-05-13,11.7,103.3778,10,137.8
"3434",2017-05-14,11.7,103.3778,10,137.8
"3435",2017-05-15,11.7,103.2222,10,137.77
"3436",2017-05-16,11.7,103.2333,10,137.67
"3437",2017-05-17,11.7,103.3494,10,137.12
"3438",2017-05-18,11.7,103.3378,10,138.85
"3439",2017-05-19,11.7,103.3406,10,139.46
"3440",2017-05-20,11.7,103.3406,10,139.46
"3441",2017-05-21,11.7,103.3406,10,139.46
"3442",2017-05-22,11.7,103.3078,10,140.83
"3443",2017-05-23,11.7,103.2883,10,140.77
"3444",2017-05-24,11.7,103.3,10,143.48
"3445",2017-05-25,11.7,103.2986,10,145.55
"3446",2017-05-26,11.7,103.3094,10,147.07
"3447",2017-05-27,11.7,103.3094,10,147.07
"3448",2017-05-28,11.7,103.3094,10,147.07
"3449",2017-05-29,11.7,103.3439,10,145.59
"3450",2017-05-30,11.7,103.3561,10,144.62
"3451",2017-05-31,11.7,103.3811,10,148.4
"3452",2017-06-01,9.21,103.3811,10,148.4
"3453",2017-06-02,9.21,103.3544,10,150.08
"3454",2017-06-03,9.21,103.3544,10,150.08
"3455",2017-06-04,9.21,103.3544,10,150.08
"3456",2017-06-05,9.21,103.3317,10,149.63
"3457",2017-06-06,9.21,103.3622,10,148.25
"3458",2017-06-07,9.21,103.3486,10,149.29
"3459",2017-06-08,9.21,103.3194,10,149.28
"3460",2017-06-09,9.21,103.3208,10,150.53
"3461",2017-06-10,9.21,103.3208,10,150.53
"3462",2017-06-11,9.21,103.3208,10,150.53
"3463",2017-06-12,9.21,103.3206,10,150.42
"3464",2017-06-13,9.21,103.34,10,152.93
"3465",2017-06-14,9.21,103.3694,10,152.05
"3466",2017-06-15,9.21,103.4083,10,152.94
"3467",2017-06-16,9.21,103.5547,10,154.08
"3468",2017-06-17,9.21,103.5547,10,154.08
"3469",2017-06-18,9.21,103.5547,10,154.08
"3470",2017-06-19,9.21,103.5756,10,152.97
"3471",2017-06-20,9.21,103.6156,10,152.74
"3472",2017-06-21,9.21,103.62,10,153.23
"3473",2017-06-22,9.21,103.6256,10,154.35
"3474",2017-06-23,9.21,103.6283,10,154.59
"3475",2017-06-24,9.21,103.6283,10,154.59
"3476",2017-06-25,9.21,103.6283,10,154.59
"3477",2017-06-26,9.21,103.6283,10,154.59
"3478",2017-06-27,9.21,103.6661,10,155.56
"3479",2017-06-28,9.21,103.6717,10,154.32
"3480",2017-06-29,9.21,103.6783,10,153.22
"3481",2017-06-30,9.21,103.7117,10,152.92
"3482",2017-07-01,7.47,103.7117,10,152.92
"3483",2017-07-02,7.47,103.7117,10,152.92
"3484",2017-07-03,7.47,103.7167,10,152.63
"3485",2017-07-04,7.47,103.8078,10,151.88
"3486",2017-07-05,7.47,103.7678,10,151.35
"3487",2017-07-06,7.47,103.7839,10,151.5
"3488",2017-07-07,7.47,103.8372,10,152.24
"3489",2017-07-08,7.47,103.8372,10,152.24
"3490",2017-07-09,7.47,103.8372,10,152.24
"3491",2017-07-10,7.47,103.835,10,152.12
"3492",2017-07-11,7.47,103.9217,10,152.19
"3493",2017-07-12,7.47,104.0167,10,152.56
"3494",2017-07-13,7.47,103.9333,10,152.99
"3495",2017-07-14,7.47,103.8889,10,153.13
"3496",2017-07-15,7.47,103.8889,10,153.13
"3497",2017-07-16,7.47,103.8889,10,153.13
"3498",2017-07-17,7.47,103.9089,10,153.63
"3499",2017-07-18,7.47,103.9072,10,154.06
"3500",2017-07-19,7.47,103.9256,10,154.19
"3501",2017-07-20,7.47,103.9256,10,154.31
"3502",2017-07-21,7.47,103.8417,10,155.3
"3503",2017-07-22,7.47,103.8417,10,155.3
"3504",2017-07-23,7.47,103.8417,10,155.3
"3505",2017-07-24,7.47,103.8661,10,156.11
"3506",2017-07-25,7.47,103.8828,10,157.05
"3507",2017-07-26,7.47,103.9072,10,158.35
"3508",2017-07-27,7.47,103.9033,10,158.4
"3509",2017-07-28,7.47,103.9094,10,161.18
"3510",2017-07-29,7.47,103.9094,10,161.18
"3511",2017-07-30,7.47,103.9094,10,161.18
"3512",2017-07-31,7.47,103.9111,10,161.35
"3513",2017-08-01,8.04,103.9194,10,158.35
"3514",2017-08-02,8.04,103.8739,10,158.94
"3515",2017-08-03,8.04,103.8572,10,158.94
"3516",2017-08-04,8.04,103.8672,10,158.17
"3517",2017-08-05,8.04,103.8672,10,158.17
"3518",2017-08-06,8.04,103.8672,10,158.17
"3519",2017-08-07,8.04,103.8881,10,158.83
"3520",2017-08-08,8.04,103.8881,10,158.83
"3521",2017-08-09,8.04,103.8881,10,160.54
"3522",2017-08-10,8.04,103.9028,10,162.74
"3523",2017-08-11,8.04,103.8972,10,165
"3524",2017-08-12,8.04,103.8972,10,165
"3525",2017-08-13,8.04,103.8972,10,165
"3526",2017-08-14,8.04,103.87,10,168.81
"3527",2017-08-15,8.04,103.87,10,168.71
"3528",2017-08-16,8.04,103.7456,10,166.79
"3529",2017-08-17,8.04,103.6978,10,166.08
"3530",2017-08-18,8.04,103.3878,10,165.2
"3531",2017-08-19,8.04,103.3878,10,165.2
"3532",2017-08-20,8.04,103.3878,10,165.2
"3533",2017-08-21,8.04,103.225,10,166.61
"3534",2017-08-22,8.04,103.1028,10,166.57
"3535",2017-08-23,8.04,103.1778,10,167.53
"3536",2017-08-24,8.04,103.2378,10,168.69
"3537",2017-08-25,8.04,103.2528,10,172.31
"3538",2017-08-26,8.04,103.2528,10,172.31
"3539",2017-08-27,8.04,103.2528,10,172.31
"3540",2017-08-28,8.04,103.1583,10,173.47
"3541",2017-08-29,8.04,103.1728,10,172.75
"3542",2017-08-30,8.04,103.1828,10,171.21
"3543",2017-08-31,8.04,103.1433,10,169.16
"3544",2017-09-01,7.06,102.8111,10,162.91
"3545",2017-09-02,7.06,102.8111,10,162.91
"3546",2017-09-03,7.06,102.8111,10,162.91
"3547",2017-09-04,7.06,103.1639,10,160.33
"3548",2017-09-05,7.06,103.2328,10,161.9
"3549",2017-09-06,7.06,103.2528,10,162.27
"3550",2017-09-07,7.06,103.2417,10,164
"3551",2017-09-08,7.06,103.1617,10,165.65
"3552",2017-09-09,7.06,103.1617,10,165.65
"3553",2017-09-10,7.06,103.1617,10,165.65
"3554",2017-09-11,7.06,102.8944,10,166.32
"3555",2017-09-12,7.06,102.7017,10,166.76
"3556",2017-09-13,7.06,102.8778,10,164.17
"3557",2017-09-14,7.06,102.8706,10,164.48
"3558",2017-09-15,7.06,102.8486,10,164.49
"3559",2017-09-16,7.06,102.8486,10,164.49
"3560",2017-09-17,7.06,102.8486,10,164.49
"3561",2017-09-18,7.06,103.0333,10,162.03
"3562",2017-09-19,7.06,103.1444,10,163.94
"3563",2017-09-20,7.06,103.275,10,164.78
"3564",2017-09-21,7.06,103.315,10,166.02
"3565",2017-09-22,7.06,103.2872,10,165.91
"3566",2017-09-23,7.06,103.2872,10,165.91
"3567",2017-09-24,7.06,103.2872,10,165.91
"3568",2017-09-25,7.06,103.2611,10,165.72
"3569",2017-09-26,7.06,103.2694,10,166.02
"3570",2017-09-27,7.06,103.34,10,161.75
"3571",2017-09-28,7.06,103.34,10,163.38
"3572",2017-09-29,7.06,103.2472,10,162.21
"3573",2017-09-30,7.06,103.2472,10,162.21
"3574",2017-10-01,5.72,103.2472,10,162.21
"3575",2017-10-02,5.72,103.2222,10,161.17
"3576",2017-10-03,5.72,103.2194,10,162.09
"3577",2017-10-04,5.72,103.3072,10,161.56
"3578",2017-10-05,5.72,103.3139,10,160.97
"3579",2017-10-06,5.72,103.2144,10,160.71
"3580",2017-10-07,5.72,103.2144,10,160.71
"3581",2017-10-08,5.72,103.2144,10,160.71
"3582",2017-10-09,5.72,103.225,10,161.03
"3583",2017-10-10,5.72,103.2667,10,160.85
"3584",2017-10-11,5.72,103.225,10,159.78
"3585",2017-10-12,5.72,103.3028,10,159.1
"3586",2017-10-13,5.72,103.2783,10,159.25
"3587",2017-10-14,5.72,103.2783,10,159.25
"3588",2017-10-15,5.72,103.2783,10,159.25
"3589",2017-10-16,5.72,103.2767,10,158.52
"3590",2017-10-17,5.72,103.2961,10,157.44
"3591",2017-10-18,5.72,103.3611,10,156.66
"3592",2017-10-19,5.72,103.4167,10,154.93
"3593",2017-10-20,5.72,103.4167,10,154.93
"3594",2017-10-21,5.72,103.4167,10,154.93
"3595",2017-10-22,5.72,103.4167,10,154.93
"3596",2017-10-23,5.72,103.5528,10,156.07
"3597",2017-10-24,5.72,103.6961,10,158.11
"3598",2017-10-25,5.72,103.6961,10,158.11
"3599",2017-10-26,5.72,103.6961,10,158.11
"3600",2017-10-27,5.72,103.8139,10,159.87
"3601",2017-10-28,5.72,103.8139,10,159.87
"3602",2017-10-29,5.72,103.8139,10,159.87
"3603",2017-10-30,5.72,103.6917,10,160.11
"3604",2017-10-31,5.72,103.6944,10,161.99
"3605",2017-11-01,4.73,103.75,10,163.96
"3606",2017-11-02,4.73,103.7944,10,163.48
"3607",2017-11-03,4.73,103.7389,10,164.5
"3608",2017-11-04,4.73,103.7389,10,164.5
"3609",2017-11-05,4.73,103.7389,10,164.5
"3610",2017-11-06,4.73,103.6639,10,163.09
"3611",2017-11-07,4.73,103.6194,10,161.34
"3612",2017-11-08,4.73,103.6056,10,161.99
"3613",2017-11-09,4.73,103.6,10,161.76
"3614",2017-11-10,4.73,103.5933,10,160.97
"3615",2017-11-11,4.73,103.5933,10,160.97
"3616",2017-11-12,4.73,103.5933,10,160.97
"3617",2017-11-13,4.73,103.5811,10,160.34
"3618",2017-11-14,4.73,103.5861,10,160.01
"3619",2017-11-15,4.73,103.6778,10,161.64
"3620",2017-11-16,4.73,103.7361,10,162.5
"3621",2017-11-17,4.73,103.6939,10,163.13
"3622",2017-11-18,4.73,103.6939,10,163.13
"3623",2017-11-19,4.73,103.6939,10,163.13
"3624",2017-11-20,4.73,103.7889,10,164.82
"3625",2017-11-21,4.73,103.6,10,168.27
"3626",2017-11-22,4.73,103.365,10,172.17
"3627",2017-11-23,4.73,103.3861,10,167.9
"3628",2017-11-24,4.73,103.2639,10,168.43
"3629",2017-11-25,4.73,103.2639,10,168.43
"3630",2017-11-26,4.73,103.2639,10,168.43
"3631",2017-11-27,4.73,103.3444,10,170.8
"3632",2017-11-28,4.73,103.3444,10,170.8
"3633",2017-11-29,4.73,103.3533,10,172.73
"3634",2017-11-30,4.73,103.2533,10,172.92
"3635",2017-12-01,4.5,103.1028,10,173.08
"3636",2017-12-02,4.5,103.1028,10,173.08
"3637",2017-12-03,4.5,103.1028,10,173.08
"3638",2017-12-04,4.5,103.1028,10,173.61
"3639",2017-12-05,4.5,103.0611,10,173.3
"3640",2017-12-06,4.5,102.9833,10,173.63
"3641",2017-12-07,4.5,102.8778,10,175.08
"3642",2017-12-08,4.5,102.9583,10,175.27
"3643",2017-12-09,4.5,102.9583,10,175.27
"3644",2017-12-10,4.5,102.9583,10,175.27
"3645",2017-12-11,4.5,103.0778,10,176
"3646",2017-12-12,4.5,103.0778,10,176
"3647",2017-12-13,4.5,103.1083,10,174.14
"3648",2017-12-14,4.5,103.1667,10,172.88
"3649",2017-12-15,4.5,103.22,10,172.15
"3650",2017-12-16,4.5,103.22,10,172.15
"3651",2017-12-17,4.5,103.22,10,172.15
"3652",2017-12-18,4.5,103.1983,10,170.59
"3653",2017-12-19,4.5,103.1572,10,170.16
"3654",2017-12-20,4.5,103.1306,10,169.99
"3655",2017-12-21,4.5,103.0889,10,171.36
"3656",2017-12-22,4.5,103.0806,10,171.62
"3657",2017-12-23,4.5,103.0806,10,171.62
"3658",2017-12-24,4.5,103.0806,10,171.62
"3659",2017-12-25,4.5,103.0806,10,171.62
"3660",2017-12-26,4.5,103.0806,10,171.62
"3661",2017-12-27,4.5,103.0806,10,170
"3662",2017-12-28,4.5,103.1528,10,169.64
"3663",2017-12-29,4.5,103.2317,10,171.2
"3664",2017-12-30,4.5,103.2317,10,171.2
"3665",2017-12-31,4.5,103.2317,10,171.2
"3666",2018-01-01,4.83,103.2317,10,171.2
"3667",2018-01-02,4.83,103.2944,10,171.16
"3668",2018-01-03,4.83,103.3522,10,170.98
"3669",2018-01-04,4.83,103.4389,10,171.67
"3670",2018-01-05,4.83,103.2761,10,172.67
"3671",2018-01-06,4.83,103.2761,10,172.67
"3672",2018-01-07,4.83,103.2761,10,172.67
"3673",2018-01-08,4.83,103.2606,10,173.93
"3674",2018-01-09,4.83,103.215,10,174.14
"3675",2018-01-10,4.83,103.1778,10,173.76
"3676",2018-01-11,4.83,103.1433,10,174.2
"3677",2018-01-12,4.83,103.0933,10,176.07
"3678",2018-01-13,4.83,103.0933,10,176.07
"3679",2018-01-14,4.83,103.0933,10,176.07
"3680",2018-01-15,4.83,103.0667,10,177.37
"3681",2018-01-16,4.83,103.0583,10,177.83
"3682",2018-01-17,4.83,103.0361,10,177.67
"3683",2018-01-18,4.83,102.8883,10,178.49
"3684",2018-01-19,4.83,102.9083,10,180.17
"3685",2018-01-20,4.83,102.9083,10,180.17
"3686",2018-01-21,4.83,102.9083,10,180.17
"3687",2018-01-22,4.83,102.8681,10,179.81
"3688",2018-01-23,4.83,102.785,10,180.43
"3689",2018-01-24,4.83,102.5556,10,179.44
"3690",2018-01-25,4.83,102.3394,10,180.55
"3691",2018-01-26,4.83,102.3667,10,181.69
"3692",2018-01-27,4.83,102.3667,10,181.69
"3693",2018-01-28,4.83,102.3667,10,181.69
"3694",2018-01-29,4.83,102.3533,10,181.16
"3695",2018-01-30,4.83,102.3611,10,181.04
"3696",2018-01-31,4.83,102.3572,10,180.6
"3697",2018-02-01,4.46,101.9917,10,181.57
"3698",2018-02-02,4.46,101.9222,10,181.69
"3699",2018-02-03,4.46,101.9222,10,181.69
"3700",2018-02-04,4.46,101.9222,10,181.69
"3701",2018-02-05,4.46,101.7361,10,181.91
"3702",2018-02-06,4.46,101.3639,10,181.38
"3703",2018-02-07,4.46,101.3061,10,178.11
"3704",2018-02-08,4.46,101.0056,10,180.39
"3705",2018-02-09,4.46,100.7956,10,179.96
"3706",2018-02-10,4.46,100.7956,10,179.96
"3707",2018-02-11,4.46,100.7956,10,179.96
"3708",2018-02-12,4.46,100.8483,10,177.78
"3709",2018-02-13,4.46,101.0361,10,178.35
"3710",2018-02-14,4.46,101.2333,10,178.96
"3711",2018-02-15,4.46,101.2167,10,178.66
"3712",2018-02-16,4.46,101.2517,10,180.25
"3713",2018-02-17,4.46,101.2517,10,180.25
"3714",2018-02-18,4.46,101.2517,10,180.25
"3715",2018-02-19,4.46,101.3083,10,180.21
"3716",2018-02-20,4.46,101.3,10,181.74
"3717",2018-02-21,4.46,101.2972,10,181.71
"3718",2018-02-22,4.46,101.4683,10,180.75
"3719",2018-02-23,4.46,101.7322,10,180.78
"3720",2018-02-24,4.46,101.7322,10,180.78
"3721",2018-02-25,4.46,101.7322,10,180.78
"3722",2018-02-26,4.46,101.8322,10,180.64
"3723",2018-02-27,4.46,101.6417,10,180.68
"3724",2018-02-28,4.46,101.6167,10,181.77
"3725",2018-03-01,4.18,101.3833,10,181.99
"3726",2018-03-02,4.18,101.2858,10,181.26
"3727",2018-03-03,4.18,101.2858,10,181.26
"3728",2018-03-04,4.18,101.2858,10,181.26
"3729",2018-03-05,4.18,101.3222,10,180.91
"3730",2018-03-06,4.18,101.3267,10,181.02
"3731",2018-03-07,4.18,101.3078,10,182.16
"3732",2018-03-08,4.18,101.2933,10,181.27
"3733",2018-03-09,4.18,101.2,10,180.6
"3734",2018-03-10,4.18,101.2,10,180.6
"3735",2018-03-11,4.18,101.2,10,180.6
"3736",2018-03-12,4.18,101.1472,10,181.25
"3737",2018-03-13,4.18,101.2889,10,182.74
"3738",2018-03-14,4.18,101.2744,10,183.57
"3739",2018-03-15,4.18,101.26,10,182.88
"3740",2018-03-16,4.18,101.2867,10,184.09
"3741",2018-03-17,4.18,101.2867,10,184.09
"3742",2018-03-18,4.18,101.2867,10,184.09
"3743",2018-03-19,4.18,101.2867,9.5,186.65
"3744",2018-03-20,4.18,101.2694,9.5,188.61
"3745",2018-03-21,4.18,101.2667,9.5,190.45
"3746",2018-03-22,4.18,101.0625,9.5,191.67
"3747",2018-03-23,4.18,100.9669,9.5,192.17
"3748",2018-03-24,4.18,100.9669,9.5,192.17
"3749",2018-03-25,4.18,100.9669,9.5,192.17
"3750",2018-03-26,4.18,100.9625,9.5,191.44
"3751",2018-03-27,4.18,100.9083,9.5,190.54
"3752",2018-03-28,4.18,100.8572,9.5,189.34
"3753",2018-03-29,4.18,100.8472,9.5,191.23
"3754",2018-03-30,4.18,100.8472,9.5,191.23
"3755",2018-03-31,4.18,100.8472,9.5,191.23
"3756",2018-04-01,3.73,100.8472,9.5,191.23
"3757",2018-04-02,3.73,100.8472,9.5,191.23
"3758",2018-04-03,3.73,100.8944,9.5,191.92
"3759",2018-04-04,3.73,101.0656,9.5,193.9
"3760",2018-04-05,3.73,101.1606,9.5,196.57
"3761",2018-04-06,3.73,101.0278,9.5,194.86
"3762",2018-04-07,3.73,101.0278,9.5,194.86
"3763",2018-04-08,3.73,101.0278,9.5,194.86
"3764",2018-04-09,3.73,101.0017,9.5,193.06
"3765",2018-04-10,3.73,100.9906,9.5,193.2
"3766",2018-04-11,3.73,101.0033,9.5,194.16
"3767",2018-04-12,3.73,100.9756,9.5,192.82
"3768",2018-04-13,3.73,100.8667,9.5,191.35
"3769",2018-04-14,3.73,100.8667,9.5,191.35
"3770",2018-04-15,3.73,100.8667,9.5,191.35
"3771",2018-04-16,3.73,100.7694,9.5,189.67
"3772",2018-04-17,3.73,100.6267,9.5,186.85
"3773",2018-04-18,3.73,100.4028,9.5,184.85
"3774",2018-04-19,3.73,100.3989,9.5,183.68
"3775",2018-04-20,3.73,100.2556,9.5,182.73
"3776",2018-04-21,3.73,100.2556,9.5,182.73
"3777",2018-04-22,3.73,100.2556,9.5,182.73
"3778",2018-04-23,3.73,100.2556,9.5,180.67
"3779",2018-04-24,3.73,99.9778,9.5,179.96
"3780",2018-04-25,3.73,100.0478,9.5,180.54
"3781",2018-04-26,3.73,100.1086,9.5,179.79
"3782",2018-04-27,3.73,100.3294,9.5,179.48
"3783",2018-04-28,3.73,100.3294,9.5,179.48
"3784",2018-04-29,3.73,100.3294,9.5,179.48
"3785",2018-04-30,3.73,100.3611,9.5,179.53
"3786",2018-05-01,3.73,100.3611,9.5,179.53
"3787",2018-05-02,3.73,100.335,9.5,175.84
"3788",2018-05-03,3.73,100.1856,9.5,174.96
"3789",2018-05-04,3.73,100.2222,9.5,179.36
"3790",2018-05-05,3.73,100.2222,9.5,179.36
"3791",2018-05-06,3.73,100.2222,9.5,179.36
"3792",2018-05-07,3.73,100.2644,9.5,179.25
"3793",2018-05-08,3.73,100.2917,9.5,178.74
"3794",2018-05-09,3.73,100.4611,9.5,181.18
"3795",2018-05-10,3.73,100.595,9.5,178.25
"3796",2018-05-11,3.73,100.4406,9.5,176.74
"3797",2018-05-12,3.73,100.4406,9.5,176.74
"3798",2018-05-13,3.73,100.4406,9.5,176.74
"3799",2018-05-14,3.73,100.4317,9.5,175.35
"3800",2018-05-15,3.73,100.2694,9.5,174.87
"3801",2018-05-16,3.73,100.4506,9.5,177.62
"3802",2018-05-17,3.73,100.4278,9.5,178.76
"3803",2018-05-18,3.73,100.4244,9.5,179.25
"3804",2018-05-19,3.73,100.4244,9.5,179.25
"3805",2018-05-20,3.73,100.4244,9.5,179.25
"3806",2018-05-21,3.73,100.5461,9.5,177.72
"3807",2018-05-22,3.73,100.6006,9.5,178.14
"3808",2018-05-23,3.73,100.7989,9.5,177.04
"3809",2018-05-24,3.73,101.0028,9.5,176.56
"3810",2018-05-25,3.73,101.0711,9.5,175.37
"3811",2018-05-26,3.73,101.0711,9.5,175.37
"3812",2018-05-27,3.73,101.0711,9.5,175.37
"3813",2018-05-28,3.73,101.18,9.5,174.73
"3814",2018-05-29,3.73,101.5378,9.5,174.09
"3815",2018-05-30,3.73,101.5658,9.5,173.2
"3816",2018-05-31,3.73,101.5658,9.5,172.53
"3817",2018-06-01,3.73,101.5658,9.5,172.53
"3818",2018-06-02,3.73,101.5658,9.5,172.53
"3819",2018-06-03,3.73,101.5658,9.5,172.53
"3820",2018-06-04,3.73,101.385,9.5,172.36
"3821",2018-06-05,3.73,100.9111,9.5,173.82
"3822",2018-06-06,3.73,101,9.5,176.65
"3823",2018-06-07,3.73,100.825,9.5,177.03
"3824",2018-06-08,3.73,100.8444,9.5,176.67
"3825",2018-06-09,3.73,100.8444,9.5,176.67
"3826",2018-06-10,3.73,100.8444,9.5,176.67
"3827",2018-06-11,3.73,101.0028,9.5,178.29
"3828",2018-06-12,3.73,101.0461,9.5,178.32
"3829",2018-06-13,3.73,101.1261,9.5,178.21
"3830",2018-06-14,3.73,101.1406,9.5,178.19
"3831",2018-06-15,3.73,101.1406,9.5,178.19
"3832",2018-06-16,3.73,101.1406,9.5,178.19
"3833",2018-06-17,3.73,101.1406,9.5,178.19
"3834",2018-06-18,3.73,101.1056,9.5,177.73
"3835",2018-06-19,3.73,101.1333,9.5,173.48
"3836",2018-06-20,3.73,101.1217,9.5,170.14
"3837",2018-06-21,3.73,100.96,9.5,170.19
"3838",2018-06-22,3.73,100.83,9.5,172.74
"3839",2018-06-23,3.73,100.83,9.5,172.74
"3840",2018-06-24,3.73,100.83,9.5,172.74
"3841",2018-06-25,3.73,100.83,9.5,172.96
"3842",2018-06-26,3.73,100.8283,9.5,174.1
"3843",2018-06-27,3.73,100.9439,9.5,175.53
"3844",2018-06-28,3.73,101.045,9.5,175.5
"3845",2018-06-29,3.73,101.045,9.5,174.36
"3846",2018-06-30,3.73,101.045,9.5,174.36
"3847",2018-07-01,3.73,101.045,9.5,174.36
"3848",2018-07-02,3.73,100.8861,9.5,172.71
"3849",2018-07-03,3.73,100.8411,9.5,169.8
"3850",2018-07-04,3.73,100.8411,9.5,171.37
"3851",2018-07-05,3.73,100.725,9.5,172.99
"3852",2018-07-06,3.73,100.7583,9.5,172.95
"3853",2018-07-07,3.73,100.7583,9.5,172.95
"3854",2018-07-08,3.73,100.7583,9.5,172.95
"3855",2018-07-09,3.73,100.8083,9.5,173.92
"3856",2018-07-10,3.73,100.8883,9.5,174.16
"3857",2018-07-11,3.73,100.9056,9.5,172.23
"3858",2018-07-12,3.73,100.79,9.5,171.86
"3859",2018-07-13,3.73,100.7944,9.5,171.27
